,hp,chp,boiler,pv,supply_config,hr_mode,T_dhw_sp,hwt_volume,costs,co2
3863,Air_40kW,50000.0,300000.0,25000,2-runner,off,60,15000,3025480.986900163,230.91099999999986
3864,Air_40kW,50000.0,300000.0,25000,2-runner,off,60,20000,3024562.254782624,227.4473333333331
3865,Air_40kW,50000.0,300000.0,25000,2-runner,off,55,10000,3024860.1483805804,222.7998333333322
3866,Air_40kW,50000.0,300000.0,25000,2-runner,off,55,15000,3025645.2248473954,223.26449999999886
3867,Air_40kW,50000.0,300000.0,25000,2-runner,off,55,20000,3025114.8522718563,221.69799999999887
3868,Air_40kW,50000.0,300000.0,25000,3-runner,on,65,10000,3430536.50836583,276.7115000000013
3869,Air_40kW,50000.0,300000.0,25000,3-runner,on,65,15000,3430325.13773929,278.5105000000013
3870,Air_40kW,50000.0,300000.0,25000,3-runner,on,65,20000,3429881.5646173465,278.5181666666677
3871,Air_40kW,50000.0,300000.0,25000,3-runner,on,60,10000,3428355.24341392,232.01833333333377
3872,Air_40kW,50000.0,300000.0,25000,3-runner,on,60,15000,3427225.8668786436,232.7505000000006
3873,Air_40kW,50000.0,300000.0,25000,3-runner,on,60,20000,3425958.790697682,227.15133333333375
3874,Air_40kW,50000.0,300000.0,25000,3-runner,on,55,10000,3425149.6948414873,213.5976666666657
3875,Air_40kW,50000.0,300000.0,25000,3-runner,on,55,15000,3425066.6757500046,213.70099999999917
3876,Air_40kW,50000.0,300000.0,25000,3-runner,on,55,20000,3424327.7221822278,211.14383333333257
3877,Air_40kW,50000.0,300000.0,25000,3-runner,off,65,10000,3426161.9271177617,279.96800000000053
3878,Air_40kW,50000.0,300000.0,25000,3-runner,off,65,15000,3426207.3911562203,281.8891666666671
3879,Air_40kW,50000.0,300000.0,25000,3-runner,off,65,20000,3425588.886341192,282.00700000000035
3880,Air_40kW,50000.0,300000.0,25000,3-runner,off,60,10000,3425495.57094699,240.40133333333287
3881,Air_40kW,50000.0,300000.0,25000,3-runner,off,60,15000,3425273.4432140975,241.65783333333283
3882,Air_40kW,50000.0,300000.0,25000,3-runner,off,60,20000,3424469.919537221,238.03783333333269
3883,Air_40kW,50000.0,300000.0,25000,3-runner,off,55,10000,3424336.5332793905,229.04899999999898
3884,Air_40kW,50000.0,300000.0,25000,3-runner,off,55,15000,3424907.5562677435,229.4093333333323
3885,Air_40kW,50000.0,300000.0,25000,3-runner,off,55,20000,3424613.9906792957,227.86399999999892
3886,Air_40kW,50000.0,300000.0,50000,2-runner,on,65,10000,3063056.0516510014,268.833500000002
3887,Air_40kW,50000.0,300000.0,50000,2-runner,on,65,15000,3062443.629887011,270.05416666666787
3888,Air_40kW,50000.0,300000.0,50000,2-runner,on,65,20000,3061589.8644355442,271.1030000000004
3889,Air_40kW,50000.0,300000.0,50000,2-runner,on,60,10000,3061562.100573565,217.20966666666655
3890,Air_40kW,50000.0,300000.0,50000,2-runner,on,60,15000,3060047.1169118364,217.46999999999994
3891,Air_40kW,50000.0,300000.0,50000,2-runner,on,60,20000,3057883.50339756,214.30833333333337
3892,Air_40kW,50000.0,300000.0,50000,2-runner,on,55,10000,3058681.620164114,203.04599999999874
3893,Air_40kW,50000.0,300000.0,50000,2-runner,on,55,15000,3058455.8148637647,203.3176666666655
3894,Air_40kW,50000.0,300000.0,50000,2-runner,on,55,20000,3057084.3671029676,202.46499999999918
3895,Air_40kW,50000.0,300000.0,50000,2-runner,off,65,10000,3058675.6270584,270.6900000000007
3896,Air_40kW,50000.0,300000.0,50000,2-runner,off,65,15000,3058764.7362902076,271.76983333333334
3897,Air_40kW,50000.0,300000.0,50000,2-runner,off,65,20000,3058415.9367401167,272.89966666666646
3898,Air_40kW,50000.0,300000.0,50000,2-runner,off,60,10000,3058417.037794952,230.50183333333393
3899,Air_40kW,50000.0,300000.0,50000,2-runner,off,60,15000,3058060.696573091,231.5263333333339
3900,Air_40kW,50000.0,300000.0,50000,2-runner,off,60,20000,3057250.85988644,230.5923333333339
3901,Air_40kW,50000.0,300000.0,50000,2-runner,off,55,10000,3057853.785107863,227.74416666666676
3902,Air_40kW,50000.0,300000.0,50000,2-runner,off,55,15000,3058246.433225214,228.11416666666685
3903,Air_40kW,50000.0,300000.0,50000,2-runner,off,55,20000,3057878.4846256822,228.3196666666672
3904,Air_40kW,50000.0,300000.0,50000,3-runner,on,65,10000,3463355.0507895146,274.9888333333345
3905,Air_40kW,50000.0,300000.0,50000,3-runner,on,65,15000,3462596.462113079,276.1031666666675
3906,Air_40kW,50000.0,300000.0,50000,3-runner,on,65,20000,3461658.3718121424,276.5965000000006
3907,Air_40kW,50000.0,300000.0,50000,3-runner,on,60,10000,3461859.128004224,224.25800000000018
3908,Air_40kW,50000.0,300000.0,50000,3-runner,on,60,15000,3460028.444671841,224.90200000000036
3909,Air_40kW,50000.0,300000.0,50000,3-runner,on,60,20000,3457810.624256327,221.6899999999999
3910,Air_40kW,50000.0,300000.0,50000,3-runner,on,55,10000,3458754.756844904,209.7328333333319
3911,Air_40kW,50000.0,300000.0,50000,3-runner,on,55,15000,3457984.6941580023,209.87483333333205
3912,Air_40kW,50000.0,300000.0,50000,3-runner,on,55,20000,3456600.605312922,208.65933333333206
3913,Air_40kW,50000.0,300000.0,50000,3-runner,off,65,10000,3458855.741518035,277.8340000000005
3914,Air_40kW,50000.0,300000.0,50000,3-runner,off,65,15000,3458762.8466071486,279.059666666667
3915,Air_40kW,50000.0,300000.0,50000,3-runner,off,65,20000,3458204.038016638,279.6483333333336
3916,Air_40kW,50000.0,300000.0,50000,3-runner,off,60,10000,3458674.5973944296,236.79249999999976
3917,Air_40kW,50000.0,300000.0,50000,3-runner,off,60,15000,3458239.721497982,237.4606666666664
3918,Air_40kW,50000.0,300000.0,50000,3-runner,off,60,20000,3457238.686749994,236.09049999999965
3919,Air_40kW,50000.0,300000.0,50000,3-runner,off,55,10000,3457748.659016996,231.58649999999986
3920,Air_40kW,50000.0,300000.0,50000,3-runner,off,55,15000,3457960.992014201,231.58966666666666
3921,Air_40kW,50000.0,300000.0,50000,3-runner,off,55,20000,3457411.103961716,231.5801666666667
3922,Air_40kW,50000.0,300000.0,75000,2-runner,on,65,15000,3095661.3935260256,270.8936666666684
3923,Air_40kW,50000.0,300000.0,75000,2-runner,on,65,20000,3095441.481195216,272.0041666666676
3924,Air_40kW,50000.0,300000.0,75000,2-runner,on,60,10000,3094192.9045078047,220.12950000000018
3925,Air_40kW,50000.0,300000.0,75000,2-runner,on,60,15000,3092975.7834284035,220.8411666666668
3926,Air_40kW,50000.0,300000.0,75000,2-runner,on,60,20000,3091890.7946892544,217.22183333333356
3927,Air_40kW,50000.0,300000.0,75000,2-runner,on,55,10000,3091304.8186230045,204.03616666666602
3928,Air_40kW,50000.0,300000.0,75000,2-runner,on,55,15000,3090890.398420146,204.5341666666661
3929,Air_40kW,50000.0,300000.0,75000,2-runner,on,55,20000,3090440.647871036,203.3434999999996
3930,Air_40kW,50000.0,300000.0,75000,2-runner,off,65,10000,3091204.963804935,271.47950000000145
3931,Air_40kW,50000.0,300000.0,75000,2-runner,off,65,15000,3091519.250492142,272.5313333333343
3932,Air_40kW,50000.0,300000.0,75000,2-runner,off,65,20000,3091452.839383912,273.72666666666737
3933,Air_40kW,50000.0,300000.0,75000,2-runner,off,60,10000,3091111.162794597,232.6680000000001
3934,Air_40kW,50000.0,300000.0,75000,2-runner,off,60,15000,3090698.9043810912,233.60266666666686
3935,Air_40kW,50000.0,300000.0,75000,2-runner,off,60,20000,3090294.644455265,232.1368333333335
3936,Air_40kW,50000.0,300000.0,75000,2-runner,off,55,10000,3090645.9310157336,227.82166666666643
3937,Air_40kW,50000.0,300000.0,75000,2-runner,off,55,15000,3090617.6815376175,228.2099999999999
3938,Air_40kW,50000.0,300000.0,75000,2-runner,off,55,20000,3090572.915350815,228.06383333333332
3939,Air_40kW,50000.0,300000.0,75000,3-runner,on,65,10000,3495823.9345301804,274.964666666668
3940,Air_40kW,50000.0,300000.0,75000,3-runner,on,65,15000,3495691.265176464,276.04833333333426
3941,Air_40kW,50000.0,300000.0,75000,3-runner,on,65,20000,3495129.8255744395,276.62616666666725
3942,Air_40kW,50000.0,300000.0,75000,3-runner,on,60,10000,3494526.843195643,225.94083333333367
3943,Air_40kW,50000.0,300000.0,75000,3-runner,on,60,15000,3493399.3962755804,226.8610000000004
3944,Air_40kW,50000.0,300000.0,75000,3-runner,on,60,20000,3491854.4882917614,223.24016666666677
3945,Air_40kW,50000.0,300000.0,75000,3-runner,on,55,10000,3491504.7985931137,209.91399999999894
3946,Air_40kW,50000.0,300000.0,75000,3-runner,on,55,15000,3491013.2194803623,210.19699999999898
3947,Air_40kW,50000.0,300000.0,75000,3-runner,on,55,20000,3490147.6889145956,208.64933333333218
3948,Air_40kW,50000.0,300000.0,75000,3-runner,off,65,10000,3491050.7780780294,277.7758333333341
3949,Air_40kW,50000.0,300000.0,75000,3-runner,off,65,15000,3491387.187327353,279.01250000000056
3950,Air_40kW,50000.0,300000.0,75000,3-runner,off,65,20000,3491154.8169044717,279.6856666666671
3951,Air_40kW,50000.0,300000.0,75000,3-runner,off,60,10000,3491271.363447992,238.10949999999957
3952,Air_40kW,50000.0,300000.0,75000,3-runner,off,60,15000,3491086.5599232265,238.6038333333331
3953,Air_40kW,50000.0,300000.0,75000,3-runner,off,60,20000,3490380.5928062983,236.79133333333297
3954,Air_40kW,50000.0,300000.0,75000,3-runner,off,55,10000,3490582.8164807195,231.40849999999966
3955,Air_40kW,50000.0,300000.0,75000,3-runner,off,55,15000,3490735.738597195,231.39033333333325
3956,Air_40kW,50000.0,300000.0,75000,3-runner,off,55,20000,3490336.748226762,231.06866666666664
3957,Air_40kW,50000.0,400000.0,25000,2-runner,on,65,10000,3050477.1191438693,271.42300000000216
3958,Air_40kW,50000.0,400000.0,25000,2-runner,on,65,15000,3050116.3094560085,273.6310000000019
3959,Air_40kW,50000.0,400000.0,25000,2-runner,on,65,20000,3049165.5315473443,273.8656666666681
3960,Air_40kW,50000.0,400000.0,25000,2-runner,on,60,10000,3048406.7793742353,223.78116666666682
3961,Air_40kW,50000.0,400000.0,25000,2-runner,on,60,15000,3047533.3123520482,223.9356666666668
3962,Air_40kW,50000.0,400000.0,25000,2-runner,on,60,20000,3045449.0935314475,216.59216666666697
3963,Air_40kW,50000.0,400000.0,25000,2-runner,on,55,10000,3045554.2515790216,204.95566666666565
3964,Air_40kW,50000.0,400000.0,25000,2-runner,on,55,15000,3046036.3199706324,205.2771666666659
3965,Air_40kW,50000.0,400000.0,25000,2-runner,on,55,20000,3044711.0854972787,202.1786666666663
3966,Air_40kW,50000.0,400000.0,25000,2-runner,off,65,10000,3046194.242249608,273.94700000000097
3967,Air_40kW,50000.0,400000.0,25000,2-runner,off,65,15000,3046362.630974183,276.0901666666674
3968,Air_40kW,50000.0,400000.0,25000,2-runner,off,65,20000,3045747.127585896,276.42216666666735
3969,Air_40kW,50000.0,400000.0,25000,2-runner,off,60,10000,3045451.540221507,234.85416666666663
3970,Air_40kW,50000.0,400000.0,25000,2-runner,off,60,20000,3044486.122935882,231.3208333333333
3971,Air_40kW,50000.0,400000.0,25000,2-runner,off,55,10000,3044624.6165816733,227.31216666666617
3972,Air_40kW,50000.0,400000.0,25000,2-runner,off,55,15000,3045582.540048214,227.94716666666616
3973,Air_40kW,50000.0,400000.0,25000,2-runner,off,55,20000,3045096.5433056303,225.71566666666632
3974,Air_40kW,50000.0,400000.0,25000,3-runner,on,65,10000,3450768.3976061246,278.9615000000011
3975,Air_40kW,50000.0,400000.0,25000,3-runner,on,65,15000,3450533.0700645437,280.7535000000011
3976,Air_40kW,50000.0,400000.0,25000,3-runner,on,65,20000,3449770.2756687948,280.65783333333417
3977,Air_40kW,50000.0,400000.0,25000,3-runner,on,60,10000,3448442.7035031635,236.47116666666687
3978,Air_40kW,50000.0,400000.0,25000,3-runner,on,60,15000,3447513.1797189997,236.98300000000037
3979,Air_40kW,50000.0,400000.0,25000,3-runner,on,60,20000,3446013.918322771,229.69733333333352
3980,Air_40kW,50000.0,400000.0,25000,3-runner,on,55,10000,3445115.506316214,215.45149999999884
3981,Air_40kW,50000.0,400000.0,25000,3-runner,on,55,15000,3445166.8345239856,215.6758333333323
3982,Air_40kW,50000.0,400000.0,25000,3-runner,on,55,20000,3444377.5275253532,212.30466666666575
3983,Air_40kW,50000.0,400000.0,25000,3-runner,off,65,10000,3446396.516047034,282.5928333333338
3984,Air_40kW,50000.0,400000.0,25000,3-runner,off,65,15000,3446537.295101614,284.55950000000047
3985,Air_40kW,50000.0,400000.0,25000,3-runner,off,60,10000,3445581.519688932,245.82666666666623
3986,Air_40kW,50000.0,400000.0,25000,3-runner,off,60,15000,3445576.500030894,246.9839999999996
3987,Air_40kW,50000.0,400000.0,25000,3-runner,off,60,20000,3444591.2535673873,242.14249999999956
3988,Air_40kW,50000.0,400000.0,25000,3-runner,off,55,10000,3444249.2663787007,233.7339999999995
3989,Air_40kW,50000.0,400000.0,25000,3-runner,off,55,15000,3445002.1455208887,234.25266666666624
3990,Air_40kW,50000.0,400000.0,25000,3-runner,off,55,20000,3444657.863175644,232.12249999999952
3991,Air_40kW,50000.0,400000.0,50000,2-runner,on,65,10000,3083065.2557632397,270.3036666666684
3992,Air_40kW,50000.0,400000.0,50000,2-runner,on,65,15000,3082492.9713249407,271.50183333333433
3993,Air_40kW,50000.0,400000.0,50000,2-runner,on,65,20000,3081563.948664728,272.3901666666669
3994,Air_40kW,50000.0,400000.0,50000,2-runner,on,60,10000,3081223.030186006,218.86699999999962
3995,Air_40kW,50000.0,400000.0,50000,2-runner,on,60,15000,3079870.888768198,219.01433333333296
3996,Air_40kW,50000.0,400000.0,50000,2-runner,on,60,20000,3077748.0058642905,215.08349999999982
3997,Air_40kW,50000.0,400000.0,50000,2-runner,on,55,10000,3078431.478674633,203.1503333333318
3998,Air_40kW,50000.0,400000.0,50000,2-runner,on,55,20000,3077118.068688355,202.54499999999905
3999,Air_40kW,50000.0,400000.0,50000,2-runner,off,65,10000,3078759.632449636,272.49200000000053
4000,Air_40kW,50000.0,400000.0,50000,2-runner,off,65,15000,3078903.459454401,273.59749999999997
4001,Air_40kW,50000.0,400000.0,50000,2-runner,off,65,20000,3078481.808622226,274.56383333333304
4002,Air_40kW,50000.0,400000.0,50000,2-runner,off,60,10000,3078180.436843,232.78666666666726
4003,Air_40kW,50000.0,400000.0,50000,2-runner,off,60,15000,3078053.43404473,233.83000000000058
4004,Air_40kW,50000.0,400000.0,50000,2-runner,off,60,20000,3077276.49031896,232.6873333333341
4005,Air_40kW,50000.0,400000.0,50000,2-runner,off,55,10000,3077601.437077908,230.77000000000078
4006,Air_40kW,50000.0,400000.0,50000,2-runner,off,55,15000,3078296.457893146,231.3060000000009
4007,Air_40kW,50000.0,400000.0,50000,3-runner,on,65,10000,3483489.3303002105,276.7821666666676
4008,Air_40kW,50000.0,400000.0,50000,3-runner,on,65,20000,3481649.6227489836,278.21433333333385
4009,Air_40kW,50000.0,400000.0,50000,3-runner,on,60,10000,3481708.8413328123,225.16416666666638
4010,Air_40kW,50000.0,400000.0,50000,3-runner,on,60,15000,3480120.489314154,225.6589999999999
4011,Air_40kW,50000.0,400000.0,50000,3-runner,on,60,20000,3477799.540159373,221.93749999999952
4012,Air_40kW,50000.0,400000.0,50000,3-runner,on,55,15000,3478065.268334492,209.83583333333186
4013,Air_40kW,50000.0,400000.0,50000,3-runner,on,55,20000,3476720.412931054,208.5634999999986
4014,Air_40kW,50000.0,400000.0,50000,3-runner,off,65,10000,3479218.2606128887,280.0470000000004
4015,Air_40kW,50000.0,400000.0,50000,3-runner,off,65,15000,3479181.5611481494,281.32383333333365
4016,Air_40kW,50000.0,400000.0,50000,3-runner,off,65,20000,3478373.3146771127,281.7328333333336
4017,Air_40kW,50000.0,400000.0,50000,3-runner,off,60,10000,3478742.2500167326,238.65499999999975
4018,Air_40kW,50000.0,400000.0,50000,3-runner,off,60,20000,3477402.1094320063,237.894333333333
4019,Air_40kW,50000.0,400000.0,50000,3-runner,off,55,10000,3477627.170357256,234.49333333333362
4020,Air_40kW,50000.0,400000.0,50000,3-runner,off,55,15000,3478140.693470716,234.62683333333382
4021,Air_40kW,50000.0,400000.0,50000,3-runner,off,55,20000,3477633.0633267956,234.7558333333341
4022,Air_40kW,50000.0,400000.0,75000,2-runner,on,65,10000,3115698.0783718573,271.1158333333355
4023,Air_40kW,50000.0,400000.0,75000,2-runner,on,65,15000,3115722.3910804726,272.2366666666682
4024,Air_40kW,50000.0,400000.0,75000,2-runner,on,65,20000,3115632.7847124375,273.1798333333341
4025,Air_40kW,50000.0,400000.0,75000,2-runner,on,60,10000,3113666.9365974315,223.2113333333333
4026,Air_40kW,50000.0,400000.0,75000,2-runner,on,60,15000,3112630.6003034185,223.8821666666666
4027,Air_40kW,50000.0,400000.0,75000,2-runner,on,60,20000,3111819.208404505,219.22933333333333
4028,Air_40kW,50000.0,400000.0,75000,2-runner,on,55,10000,3110834.404578335,204.9216666666658
4029,Air_40kW,50000.0,400000.0,75000,2-runner,on,55,15000,3110688.398504081,205.6181666666659
4030,Air_40kW,50000.0,400000.0,75000,2-runner,on,55,20000,3110446.862519704,203.98333333333292
4031,Air_40kW,50000.0,400000.0,75000,2-runner,off,65,10000,3111328.407784045,273.1728333333346
4032,Air_40kW,50000.0,400000.0,75000,2-runner,off,65,15000,3111740.9050178956,274.24200000000087
4033,Air_40kW,50000.0,400000.0,75000,2-runner,off,65,20000,3111711.5695496784,275.26700000000056
4034,Air_40kW,50000.0,400000.0,75000,2-runner,off,60,10000,3110836.850382234,235.65433333333343
4035,Air_40kW,50000.0,400000.0,75000,2-runner,off,60,15000,3110632.0413335823,236.61566666666695
4036,Air_40kW,50000.0,400000.0,75000,2-runner,off,60,20000,3110393.9064344824,234.79866666666703
4037,Air_40kW,50000.0,400000.0,75000,2-runner,off,55,10000,3110302.3141800207,230.97550000000038
4038,Air_40kW,50000.0,400000.0,75000,2-runner,off,55,15000,3110543.127057158,231.51433333333384
4039,Air_40kW,50000.0,400000.0,75000,2-runner,off,55,20000,3110731.4783268184,231.2666666666675
4040,Air_40kW,50000.0,400000.0,75000,3-runner,on,65,10000,3515709.9401326054,276.65966666666776
4041,Air_40kW,50000.0,400000.0,75000,3-runner,on,65,15000,3515609.301062199,277.7391666666675
4042,Air_40kW,50000.0,400000.0,75000,3-runner,on,65,20000,3515126.105030928,278.13250000000056
4043,Air_40kW,50000.0,400000.0,75000,3-runner,on,60,10000,3513894.122591276,228.09666666666666
4044,Air_40kW,50000.0,400000.0,75000,3-runner,on,60,15000,3512906.263282554,228.9416666666668
4045,Air_40kW,50000.0,400000.0,75000,3-runner,on,60,20000,3511627.180065385,224.60949999999983
4046,Air_40kW,50000.0,400000.0,75000,3-runner,on,55,10000,3510839.6502623037,210.49766666666548
4047,Air_40kW,50000.0,400000.0,75000,3-runner,on,55,15000,3510607.8248283346,210.96299999999889
4048,Air_40kW,50000.0,400000.0,75000,3-runner,on,55,20000,3510037.828014226,209.1439999999988
4049,Air_40kW,50000.0,400000.0,75000,3-runner,off,65,10000,3511291.973336312,279.8801666666673
4050,Air_40kW,50000.0,400000.0,75000,3-runner,off,65,15000,3511611.4821693082,281.15966666666714
4051,Air_40kW,50000.0,400000.0,75000,3-runner,off,65,20000,3511301.54475947,281.64633333333376
4052,Air_40kW,50000.0,400000.0,75000,3-runner,off,60,10000,3511050.785170062,240.4879999999996
4053,Air_40kW,50000.0,400000.0,75000,3-runner,off,60,15000,3510999.7706632256,240.93766666666653
4054,Air_40kW,50000.0,400000.0,75000,3-runner,off,60,20000,3510363.8213291178,239.04499999999982
4055,Air_40kW,50000.0,400000.0,75000,3-runner,off,55,10000,3510177.9136479544,234.4116666666668
4056,Air_40kW,50000.0,400000.0,75000,3-runner,off,55,15000,3510571.972976432,234.50833333333372
4057,Air_40kW,50000.0,400000.0,75000,3-runner,off,55,20000,3510361.6444750316,234.26400000000066
4058,Air_40kW,100000.0,0.0,25000,2-runner,on,65,10000,3076664.942309551,388.21050000000156
4059,Air_40kW,100000.0,0.0,25000,2-runner,on,65,15000,3077568.8316762173,387.8755000000017
4060,Air_40kW,100000.0,0.0,25000,2-runner,on,65,20000,3077469.586536801,386.5501666666681
4061,Air_40kW,100000.0,0.0,25000,2-runner,on,60,10000,3073799.5549914087,275.7969999999999
4062,Air_40kW,100000.0,0.0,25000,2-runner,on,60,15000,3072927.5372852637,269.1091666666665
4063,Air_40kW,100000.0,0.0,25000,2-runner,on,60,20000,3071589.9572622646,235.50816666666776
4064,Air_40kW,100000.0,0.0,25000,2-runner,on,55,10000,3067571.0167259183,209.40683333333286
4065,Air_40kW,100000.0,0.0,25000,2-runner,on,55,15000,3067136.443010315,209.8793333333333
4066,Air_40kW,100000.0,0.0,25000,2-runner,on,55,20000,3066682.7769595636,204.1093333333335
4067,Air_40kW,100000.0,0.0,25000,2-runner,off,65,10000,3065286.0532333264,389.1213333333331
4068,Air_40kW,100000.0,0.0,25000,2-runner,off,65,15000,3066328.9577514343,388.81249999999983
4069,Air_40kW,100000.0,0.0,25000,2-runner,off,60,10000,3065558.698779908,264.39999999999964
4070,Air_40kW,100000.0,0.0,25000,2-runner,off,60,15000,3065627.895534717,258.671333333333
4071,Air_40kW,100000.0,0.0,25000,2-runner,off,60,20000,3065120.9707748196,238.89433333333372
4072,Air_40kW,100000.0,0.0,25000,2-runner,off,55,10000,3064385.8130769706,232.15566666666598
4073,Air_40kW,100000.0,0.0,25000,2-runner,off,55,15000,3064742.5650343774,232.71649999999931
4074,Air_40kW,100000.0,0.0,25000,2-runner,off,55,20000,3064578.6846530405,232.43333333333308
4075,Air_40kW,100000.0,0.0,25000,3-runner,on,65,10000,3476645.961685586,403.24149999999764
4076,Air_40kW,100000.0,0.0,25000,3-runner,on,65,15000,3477583.2659618636,402.9581666666644
4077,Air_40kW,100000.0,0.0,25000,3-runner,on,65,20000,3477302.301137381,401.69999999999794
4078,Air_40kW,100000.0,0.0,25000,3-runner,on,60,10000,3472894.716158327,293.123333333333
4079,Air_40kW,100000.0,0.0,25000,3-runner,on,60,15000,3472491.6716020834,285.4038333333331
4080,Air_40kW,100000.0,0.0,25000,3-runner,on,60,20000,3471399.086692273,249.17833333333328
4081,Air_40kW,100000.0,0.0,25000,3-runner,on,55,10000,3466425.8351240214,223.2208333333334
4082,Air_40kW,100000.0,0.0,25000,3-runner,on,55,15000,3466442.5999577413,223.26350000000002
4083,Air_40kW,100000.0,0.0,25000,3-runner,on,55,20000,3466236.4186890395,216.92383333333356
4084,Air_40kW,100000.0,0.0,25000,3-runner,off,65,10000,3465078.644686788,403.24883333332997
4085,Air_40kW,100000.0,0.0,25000,3-runner,off,65,15000,3465716.989313627,402.98866666666333
4086,Air_40kW,100000.0,0.0,25000,3-runner,off,65,20000,3465410.6076241313,401.7448333333301
4087,Air_40kW,100000.0,0.0,25000,3-runner,off,60,10000,3464928.015511468,279.46066666666593
4088,Air_40kW,100000.0,0.0,25000,3-runner,off,60,15000,3465088.197057488,272.5286666666661
4089,Air_40kW,100000.0,0.0,25000,3-runner,off,60,20000,3464602.7466330575,248.86666666666656
4090,Air_40kW,100000.0,0.0,25000,3-runner,off,55,10000,3463275.598938465,238.9396666666663
4091,Air_40kW,100000.0,0.0,25000,3-runner,off,55,15000,3464069.3398428257,239.31699999999978
4092,Air_40kW,100000.0,0.0,25000,3-runner,off,55,20000,3464271.3083029273,238.28949999999998
4093,Air_40kW,100000.0,0.0,50000,2-runner,on,65,10000,3109691.336415108,387.88166666666814
4094,Air_40kW,100000.0,0.0,50000,2-runner,on,65,20000,3109226.707668691,386.35333333333455
4095,Air_40kW,100000.0,0.0,50000,2-runner,on,60,10000,3106576.762443036,271.00233333333273
4096,Air_40kW,100000.0,0.0,50000,2-runner,on,60,15000,3104952.508061307,263.8713333333327
4097,Air_40kW,100000.0,0.0,50000,2-runner,on,60,20000,3103245.4822700485,234.2856666666672
4098,Air_40kW,100000.0,0.0,50000,2-runner,on,55,10000,3099916.3204645324,208.8668333333326
4099,Air_40kW,100000.0,0.0,50000,2-runner,on,55,15000,3098560.755364346,209.12116666666643
4100,Air_40kW,100000.0,0.0,50000,2-runner,on,55,20000,3098012.3330218787,204.64533333333327
4101,Air_40kW,100000.0,0.0,50000,2-runner,off,65,10000,3098106.149983112,388.9483333333326
4102,Air_40kW,100000.0,0.0,50000,2-runner,off,65,15000,3098619.9788220595,388.63916666666603
4103,Air_40kW,100000.0,0.0,50000,2-runner,off,65,20000,3098324.8168148706,387.37649999999906
4104,Air_40kW,100000.0,0.0,50000,2-runner,off,60,10000,3098504.7650644323,261.2199999999997
4105,Air_40kW,100000.0,0.0,50000,2-runner,off,60,15000,3097921.868407077,255.17633333333302
4106,Air_40kW,100000.0,0.0,50000,2-runner,off,60,20000,3097081.430814539,239.2196666666672
4107,Air_40kW,100000.0,0.0,50000,2-runner,off,55,10000,3097200.459051472,233.71199999999996
4108,Air_40kW,100000.0,0.0,50000,2-runner,off,55,15000,3096842.5453372137,233.94516666666664
4109,Air_40kW,100000.0,0.0,50000,2-runner,off,55,20000,3096490.776262171,234.81450000000015
4110,Air_40kW,100000.0,0.0,50000,3-runner,on,65,10000,3509651.077297219,402.7456666666643
4111,Air_40kW,100000.0,0.0,50000,3-runner,on,65,15000,3510084.470646593,402.4563333333311
4112,Air_40kW,100000.0,0.0,50000,3-runner,on,65,20000,3509181.396547893,401.3331666666645
4113,Air_40kW,100000.0,0.0,50000,3-runner,on,60,10000,3506437.4464949085,280.20599999999945
4114,Air_40kW,100000.0,0.0,50000,3-runner,on,60,15000,3505326.5278036236,271.98549999999955
4115,Air_40kW,100000.0,0.0,50000,3-runner,on,60,20000,3503291.5157217598,239.48883333333293
4116,Air_40kW,100000.0,0.0,50000,3-runner,on,55,10000,3499722.2707925523,217.2148333333332
4117,Air_40kW,100000.0,0.0,50000,3-runner,on,55,15000,3498856.644964496,216.9703333333332
4118,Air_40kW,100000.0,0.0,50000,3-runner,on,55,20000,3497810.6579359304,212.0896666666667
4119,Air_40kW,100000.0,0.0,50000,3-runner,off,65,10000,3497616.996790558,402.79566666666324
4120,Air_40kW,100000.0,0.0,50000,3-runner,off,65,15000,3498020.5340522253,402.5359999999966
4121,Air_40kW,100000.0,0.0,50000,3-runner,off,65,20000,3497520.527549952,401.42933333333
4122,Air_40kW,100000.0,0.0,50000,3-runner,off,60,10000,3498043.1315965485,269.6721666666663
4123,Air_40kW,100000.0,0.0,50000,3-runner,off,60,15000,3497762.9576706095,261.98283333333313
4124,Air_40kW,100000.0,0.0,50000,3-runner,off,55,10000,3496523.891704339,236.63033333333345
4125,Air_40kW,100000.0,0.0,50000,3-runner,off,55,15000,3496647.634759984,236.30033333333358
4126,Air_40kW,100000.0,0.0,50000,3-runner,off,55,20000,3496269.412454834,236.3085000000005
4127,Air_40kW,100000.0,0.0,75000,2-runner,on,65,10000,3142368.414781888,388.09700000000134
4128,Air_40kW,100000.0,0.0,75000,2-runner,on,65,15000,3143024.060812832,387.7530000000015
4129,Air_40kW,100000.0,0.0,75000,2-runner,on,65,20000,3142755.8952523414,386.5686666666678
4130,Air_40kW,100000.0,0.0,75000,2-runner,on,60,10000,3139602.2012672145,277.0683333333326
4131,Air_40kW,100000.0,0.0,75000,2-runner,on,60,15000,3138760.353349711,271.16333333333245
4132,Air_40kW,100000.0,0.0,75000,2-runner,on,60,20000,3137431.5941716437,241.97833333333358
4133,Air_40kW,100000.0,0.0,75000,2-runner,on,55,10000,3133546.792686756,209.0576666666662
4134,Air_40kW,100000.0,0.0,75000,2-runner,on,55,15000,3132696.120822757,209.38616666666667
