Datum;Wetterdaten: Normale Direktstrahlung  [W/m²] (Bn);Wetterdaten: Diffusstrahlung, Jahressumme [W/m²] (Dh);Wetterdaten: Globalstrahlung, Jahressumme [W/m²] (Gh);Wetterdaten: Luftfeuchtigkeit [%] (Hrel);Wetterdaten: Wärmestrahlung [W/m²] (Lh);Wetterdaten: Aussentemperatur 24-h-Mittel [°C] (Tamb24);Wetterdaten: Mittlere Aussentemperatur [°C] (Tamb);Gebäude Space heating: demand 443 Mhw: Heizwärmebedarf [W] (Qdem);Gebäude Space heating: demand 443 Mhw: Soll-Raumtemperatur [°C];Elektrische Verbraucher Elec. Demand: 425 MWh: Elektrischer Verbrauch [W] (Ecs);Warmwasserbedarf 343 MWh: Domestic hot water: Energiebedarf [W] (Qdem);Wetterdaten: Windgeschwindigkeit [m/s] (Vwnd)
17.02. 10:30:00;872;49.7;377;55.8;255;2.1;6.2;76097;20;77186;0;6
17.02. 10:45:00;872;49.7;377;55.8;255;2.1;6.2;76097;20;77053;0;6
17.02. 11:00:00;921;51.3;463;48.4;257;2.3;8.4;64224;20;78849;247631;7.6
17.02. 11:15:00;921;51.3;464;48.3;257;2.3;8.4;64224;20;79014;34118;7.6
17.02. 11:30:00;921;51.3;464;48.3;257;2.3;8.4;64224;20;78998;0;7.6
17.02. 11:45:00;921;51.3;464;48.3;257;2.3;8.4;64224;20;79269;0;7.6
17.02. 12:00:00;932;51.6;496;42.9;259;2.6;10;55167;20;87071;247634;8.2
17.02. 12:15:00;932;51.6;496;42.8;259;2.6;10;55167;20;87389;34118;8.2
17.02. 12:30:00;932;51.6;496;42.8;259;2.6;10;55167;20;87830;0;8.2
17.02. 12:45:00;932;51.6;496;42.8;259;2.6;10;55167;20;88558;0;8.2
17.02. 13:00:00;921;49.9;476;40.2;261;3;11.1;49314;20;87483;247636;8.5
17.02. 13:15:00;921;49.9;476;40.2;261;3;11.1;49314;20;82904;34394;8.5
17.02. 13:30:00;921;49.9;476;40.2;261;3;11.1;49314;20;83663;0;8.5
17.02. 13:45:00;921;49.9;476;40.2;261;3;11.1;49314;20;84353;0;8.5
17.02. 14:00:00;881;48.9;406;39.3;263;3.3;11.5;46774;20;77916;247639;7.6
17.02. 14:15:00;881;48.9;406;39.3;263;3.3;11.5;46774;20;79290;34119;7.6
17.02. 14:30:00;881;48.9;406;39.3;263;3.3;11.5;46774;20;82115;0;7.6
17.02. 14:45:00;881;48.9;406;39.3;263;3.3;11.5;46774;20;84571;0;7.6
17.02. 15:00:00;807;45.9;295;37.4;262;3.6;11.3;47878;20;80135;247641;7.9
17.02. 15:15:00;807;45.9;294;37.4;262;3.6;11.3;47878;20;80513;34119;7.9
17.02. 15:30:00;807;45.9;294;37.4;262;3.6;11.3;47878;20;82386;0;7.9
17.02. 15:45:00;807;45.9;294;37.4;262;3.6;11.3;47878;20;82595;0;7.9
17.02. 16:00:00;675;37.1;155;39.7;264;3.8;10.3;53732;20;82491;247643;7.4
17.02. 16:15:00;675;37;154;39.7;264;3.8;10.3;53732;20;82589;3412;7.4
17.02. 16:30:00;675;37;154;39.7;264;3.8;10.3;53732;20;82107;0;7.4
17.02. 16:45:00;675;37;154;39.7;264;3.8;10.3;53732;20;81606;0;7.4
17.02. 17:00:00;0;7.2;7.2;44.9;262;4;8.5;63340;20;93149;247646;6.7
17.02. 17:15:00;0;7.1;7.1;44.9;262;4;8.5;63340;20;93221;3412;6.7
17.02. 17:30:00;0;7.1;7.1;44.9;262;4;8.5;63340;20;92752;0;6.7
17.02. 17:45:00;0;7.1;7.1;44.9;262;4;8.5;63340;20;87704;0;6.7
17.02. 18:00:00;0;0.04;0.04;52.6;265;4.2;7.5;69139;20;102214;247648;7.1
17.02. 18:15:00;0;0;0;52.6;265;4.2;7.5;69139;20;102300;3412;7.1
17.02. 18:30:00;0;0;0;52.6;265;4.2;7.5;69139;20;102354;0;7.1
17.02. 18:45:00;0;0;0;52.6;265;4.2;7.5;69139;20;102393;0;7.1
17.02. 19:00:00;0;0;0;54;262;4.3;6.4;75103;20;113059;24765;8.5
17.02. 19:15:00;0;0;0;54;262;4.3;6.4;75103;20;113115;34121;8.5
17.02. 19:30:00;0;0;0;54;262;4.3;6.4;75103;20;113132;0;8.5
17.02. 19:45:00;0;0;0;54;262;4.3;6.4;75103;20;113147;0;8.5
17.02. 20:00:00;0;0;0;61.7;264;4.5;5.3;81122;20;103439;247653;9.3
17.02. 20:15:00;0;0;0;61.8;264;4.5;5.3;81122;20;104291;34121;9.3
17.02. 20:30:00;0;0;0;61.8;264;4.5;5.3;81122;20;103901;0;9.3
17.02. 20:45:00;0;0;0;61.8;264;4.5;5.3;81122;20;103560;0;9.3
17.02. 21:00:00;0;0;0;63.9;261;4.5;4.2;87086;20;89194;247655;8.9
17.02. 21:15:00;0;0;0;63.9;261;4.5;4.2;87086;20;89266;34121;8.9
17.02. 21:30:00;0;0;0;63.9;261;4.5;4.2;87086;20;89289;0;8.9
17.02. 21:45:00;0;0;0;63.9;261;4.5;4.2;87086;20;89326;0;8.9
17.02. 22:00:00;0;0;0;69.5;260;4.6;3.2;93050;20;76786;247657;9.1
17.02. 22:15:00;0;0;0;69.5;260;4.6;3.2;93050;20;76923;34122;9.1
17.02. 22:30:00;0;0;0;69.5;260;4.6;3.2;93050;20;76715;0;9.1
17.02. 22:45:00;0;0;0;69.5;260;4.6;3.2;93050;20;76769;0;9.1
17.02. 23:00:00;0;0;0;72;257;4.6;2.1;99014;20;61084;0;8.2
17.02. 23:15:00;0;0;0;72.1;257;4.6;2.1;99014;20;61156;0;8.2
17.02. 23:30:00;0;0;0;72.1;257;4.6;2.1;99014;20;61331;0;8.2
17.02. 23:45:00;0;0;0;72.1;257;4.6;2.1;99014;20;61151;0;8.2
18.02. 00:00:00;0;0;0;79.5;257;4.6;1;104978;20;46834;0;7.6
18.02. 00:15:00;0;0;0;79.7;257;4.6;1;104978;20;46629;0;7.6
18.02. 00:30:00;0;0;0;79.7;257;4.6;1;104978;20;46768;0;7.6
18.02. 00:45:00;0;0;0;79.7;257;4.6;1;104978;20;46762;0;7.6
18.02. 01:00:00;0;0;0;85;255;4.6;-0.2;111550;20;39212;0;6.3
18.02. 01:15:00;0;0;0;85;255;4.6;-0.2;111550;20;39912;0;6.3
18.02. 01:30:00;0;0;0;85;255;4.6;-0.2;111550;20;39975;0;6.3
18.02. 01:45:00;0;0;0;85;255;4.6;-0.2;111550;20;38960;0;6.3
18.02. 02:00:00;0;0;0;83.7;248;4.5;-1.4;118121;20;37614;0;5.6
18.02. 02:15:00;0;0;0;83.7;248;4.5;-1.4;118121;20;37645;0;5.6
18.02. 02:30:00;0;0;0;83.7;248;4.5;-1.4;118121;20;38318;0;5.6
18.02. 02:45:00;0;0;0;83.7;248;4.5;-1.4;118121;20;37246;0;5.6
18.02. 03:00:00;0;0;0;90.7;249;4.5;-2;121711;20;37836;247668;5.6
18.02. 03:15:00;0;0;0;90.7;249;4.5;-2;121711;20;37411;34123;5.6
18.02. 03:30:00;0;0;0;90.7;249;4.5;-2;121711;20;36881;0;5.6
18.02. 03:45:00;0;0;0;90.7;249;4.5;-2;121711;20;37649;0;5.6
18.02. 04:00:00;0;0;0;95.6;249;4.4;-2.7;125300;20;37811;247671;5.3
18.02. 04:15:00;0;0;0;95.7;249;4.4;-2.7;125300;20;38339;34124;5.3
18.02. 04:30:00;0;0;0;95.7;249;4.4;-2.7;125300;20;39215;0;5.3
18.02. 04:45:00;0;0;0;95.7;249;4.4;-2.7;125300;20;38723;0;5.3
18.02. 05:00:00;0;0;0;93.5;246;4.3;-3.1;127841;20;41455;247673;6.7
18.02. 05:15:00;0;0;0;93.5;246;4.3;-3.2;127841;20;41593;34124;6.7
18.02. 05:30:00;0;0;0;93.5;246;4.3;-3.2;127841;20;42077;0;6.7
18.02. 05:45:00;0;0;0;93.5;246;4.3;-3.2;127841;20;41862;0;6.7
18.02. 06:00:00;0;0;0;98.8;247;4.2;-3.6;130436;20;64820;247675;6.9
18.02. 06:15:00;0;0;0;98.9;247;4.2;-3.6;130436;20;64724;34124;6.9
18.02. 06:30:00;0;0;0;98.9;247;4.2;-3.6;130436;20;63903;0;6.9
18.02. 06:45:00;0;0;0;98.9;247;4.2;-3.6;130436;20;64497;0;6.9
18.02. 07:00:00;0;1;1;96.8;246;4.1;-3.7;130878;20;84673;247677;6.3
18.02. 07:15:00;0;1;1;96.8;246;4.1;-3.7;130878;20;84393;34124;6.3
18.02. 07:30:00;0;1;1;96.8;246;4.1;-3.7;130878;20;85419;0;6.3
18.02. 07:45:00;0;1;1;96.8;246;4.1;-3.7;130878;20;84641;0;6.3
18.02. 08:00:00;399;41.6;90.8;92.5;251;4;-2.2;122760;20;86345;24768;6
18.02. 08:15:00;399;41.8;91.3;92.5;251;4;-2.2;122760;20;86255;34125;6
18.02. 08:30:00;399;41.8;91.3;92.5;251;4;-2.2;122760;20;86639;0;6
18.02. 08:45:00;399;41.8;91.3;92.5;251;4;-2.2;122760;20;86156;0;6
18.02. 09:00:00;560;67.4;219;87;253;3.8;-0.3;112268;20;80905;247682;5.6
18.02. 09:15:00;560;67.6;219;86.9;253;3.8;-0.3;112268;20;80494;34125;5.6
18.02. 09:30:00;560;67.6;219;86.9;253;3.8;-0.3;112268;20;80909;0;5.6
18.02. 09:45:00;560;67.6;219;86.9;253;3.8;-0.3;112268;20;80532;0;5.6
18.02. 10:00:00;632;88.5;329;73.5;251;3.7;1.5;101996;20;76801;247684;7.1
18.02. 10:15:00;632;88.6;329;73.5;251;3.7;1.5;101996;20;76577;34125;7.1
18.02. 10:30:00;632;88.6;329;73.5;251;3.7;1.5;101996;20;76593;0;7.1
18.02. 10:45:00;632;88.6;329;73.5;251;3.7;1.5;101996;20;76504;0;7.1
18.02. 11:00:00;756;80.2;423;67.2;253;3.5;3.3;92443;20;77769;247686;6
18.02. 11:15:00;756;80.2;423;67.2;253;3.5;3.3;92443;20;77574;34126;6
18.02. 11:30:00;756;80.2;423;67.2;253;3.5;3.3;92443;20;77485;0;6
18.02. 11:45:00;756;80.2;423;67.2;253;3.5;3.3;92443;20;77640;0;6
18.02. 12:00:00;809;76.5;467;59;252;3.2;4.6;84877;20;84056;247688;5.6
18.02. 12:15:00;809;76.5;467;58.9;252;3.2;4.6;84877;20;84002;34126;5.6
18.02. 12:30:00;809;76.5;467;58.9;252;3.2;4.6;84877;20;83903;0;5.6
18.02. 12:45:00;809;76.5;467;58.9;252;3.2;4.6;84877;20;83876;0;5.6
18.02. 13:00:00;829;70.4;458;54.9;252;3;5.5;79907;20;83390;24769;6
18.02. 13:15:00;829;70.4;458;54.9;252;3;5.5;79907;20;83377;34126;6
18.02. 13:30:00;829;70.4;458;54.9;252;3;5.5;79907;20;83290;0;6
18.02. 13:45:00;829;70.4;458;54.9;252;3;5.5;79907;20;83253;0;6
18.02. 14:00:00;723;76.5;374;56.5;257;2.8;5.8;78361;20;76036;247693;5.6
18.02. 14:15:00;723;76.6;373;56.5;257;2.8;5.8;78361;20;76038;34127;5.6
18.02. 14:30:00;723;76.6;373;56.5;257;2.8;5.8;78361;20;76000;0;5.6
18.02. 14:45:00;723;76.6;373;56.5;257;2.8;5.8;78361;20;75975;0;5.6
18.02. 15:00:00;686;59.5;274;59.7;261;2.5;5.6;79742;20;70536;247695;5.3
18.02. 15:15:00;686;59.4;274;59.7;261;2.5;5.6;79742;20;70550;34127;5.3
18.02. 15:30:00;686;59.4;274;59.7;261;2.5;5.6;79742;20;70546;0;5.3
18.02. 15:45:00;686;59.4;274;59.7;261;2.5;5.6;79742;20;70544;0;5.3
18.02. 16:00:00;498;49.7;139;65.8;265;2.3;4.5;85374;20;70669;247697;5.3
18.02. 16:15:00;498;49.6;139;65.8;265;2.3;4.5;85374;20;71243;34127;5.3
18.02. 16:30:00;498;49.6;139;65.8;265;2.3;4.5;85374;20;72090;0;5.3
18.02. 16:45:00;498;49.6;139;65.8;265;2.3;4.5;85374;20;71906;0;5.3
18.02. 17:00:00;0;8.3;8.8;75.3;266;2.1;3;94044;20;82886;247699;4.8
18.02. 17:15:00;0;8.1;8.1;75.4;266;2.1;3;94044;20;82753;34127;4.8
18.02. 17:30:00;0;8.1;8.1;75.4;266;2.1;3;94044;20;82776;0;4.8
18.02. 17:45:00;0;8.1;8.1;75.4;266;2.1;3;94044;20;82815;0;4.8
18.02. 18:00:00;0;0.04;0.04;84;271;1.8;2.5;96584;20;102175;247701;4.8
18.02. 18:15:00;0;0;0;84;271;1.8;2.5;96584;20;102705;34128;4.8
18.02. 18:30:00;0;0;0;84;271;1.8;2.5;96584;20;103650;0;4.8
18.02. 18:45:00;0;0;0;84;271;1.8;2.5;96584;20;104043;0;4.8
18.02. 19:00:00;0;0;0;85;270;1.6;2;99180;20;113413;247703;4.1
18.02. 19:15:00;0;0;0;85;270;1.6;2;99180;20;113164;34128;4.1
18.02. 19:30:00;0;0;0;85;270;1.6;2;99180;20;112957;0;4.1
18.02. 19:45:00;0;0;0;85;270;1.6;2;99180;20;112932;0;4.1
18.02. 20:00:00;0;0;0;90.5;273;1.4;1.6;101720;20;103282;247705;4.1
18.02. 20:15:00;0;0;0;90.6;273;1.4;1.6;101720;20;103821;34128;4.1
18.02. 20:30:00;0;0;0;90.6;273;1.4;1.6;101720;20;104820;0;4.1
18.02. 20:45:00;0;0;0;90.6;273;1.4;1.6;101720;20;103812;0;4.1
18.02. 21:00:00;0;0;0;88.8;271;1.3;1.1;104316;20;89273;247707;2.2
18.02. 21:15:00;0;0;0;88.8;271;1.3;1.1;104316;20;89318;34129;2.2
18.02. 21:30:00;0;0;0;88.8;271;1.3;1.1;104316;20;89354;0;2.2
18.02. 21:45:00;0;0;0;88.8;271;1.3;1.1;104316;20;89865;0;2.2
18.02. 22:00:00;0;0;0;90.6;271;1.2;0.6;106911;20;76820;247709;1.8
18.02. 22:15:00;0;0;0;90.6;271;1.2;0.6;106911;20;77197;34129;1.8
18.02. 22:30:00;0;0;0;90.6;271;1.2;0.6;106911;20;77210;0;1.8
18.02. 22:45:00;0;0;0;90.6;271;1.2;0.6;106911;20;76857;0;1.8
18.02. 23:00:00;0;0;0;88.1;268;1.1;0.2;109451;20;61272;0;2
18.02. 23:15:00;0;0;0;88.1;268;1.1;0.2;109451;20;61345;0;2
18.02. 23:30:00;0;0;0;88.1;268;1.1;0.2;109451;20;61218;0;2
18.02. 23:45:00;0;0;0;88.1;268;1.1;0.2;109451;20;61404;0;2
19.02. 00:00:00;0;0;0;86.2;269;1;0.2;109451;20;47035;0;2.7
19.02. 00:15:00;0;0;0;86.1;269;1;0.2;109451;20;48084;0;2.7
19.02. 00:30:00;0;0;0;86.1;269;1;0.2;109451;20;46699;0;2.7
19.02. 00:45:00;0;0;0;86.1;269;1;0.2;109451;20;46750;0;2.7
19.02. 01:00:00;0;0;0;82.2;268;0.9;0.2;109065;20;39047;0;2.4
19.02. 01:15:00;0;0;0;82.2;268;0.9;0.3;109065;20;39033;0;2.4
19.02. 01:30:00;0;0;0;82.2;268;0.9;0.3;109065;20;39034;0;2.4
19.02. 01:45:00;0;0;0;82.2;268;0.9;0.3;109065;20;38786;0;2.4
19.02. 02:00:00;0;0;0;81.9;270;1;0.3;108678;20;37284;0;2.2
19.02. 02:15:00;0;0;0;81.9;270;1;0.3;108678;20;37037;0;2.2
19.02. 02:30:00;0;0;0;81.9;270;1;0.3;108678;20;37190;0;2.2
19.02. 02:45:00;0;0;0;81.9;270;1;0.3;108678;20;37139;0;2.2
19.02. 03:00:00;0;0;0;80.6;271;1;0.4;108292;20;36392;24772;3.1
19.02. 03:15:00;0;0;0;80.6;271;1;0.4;108292;20;37004;3413;3.1
19.02. 03:30:00;0;0;0;80.6;271;1;0.4;108292;20;37221;0;3.1
19.02. 03:45:00;0;0;0;80.6;271;1;0.4;108292;20;36453;0;3.1
19.02. 04:00:00;0;0;0;83.7;275;1.1;0.5;107905;20;36855;247722;3.1
19.02. 04:15:00;0;0;0;83.7;275;1.1;0.5;107905;20;37042;34131;3.1
19.02. 04:30:00;0;0;0;83.7;275;1.1;0.5;107905;20;36719;0;3.1
19.02. 04:45:00;0;0;0;83.7;275;1.1;0.5;107905;20;36801;0;3.1
19.02. 05:00:00;0;0;0;91.3;281;1.3;0.5;107519;20;40885;247724;5
19.02. 05:15:00;0;0;0;91.4;281;1.3;0.5;107519;20;40637;34131;5
19.02. 05:30:00;0;0;0;91.4;281;1.3;0.5;107519;20;40865;0;5
19.02. 05:45:00;0;0;0;91.4;281;1.3;0.5;107519;20;40763;0;5
19.02. 06:00:00;0;0;0;90.2;282;1.4;0.6;107132;20;63106;247726;5
19.02. 06:15:00;0;0;0;90.2;282;1.4;0.6;107132;20;64018;34131;5
19.02. 06:30:00;0;0;0;90.2;282;1.4;0.6;107132;20;64729;0;5
19.02. 06:45:00;0;0;0;90.2;282;1.4;0.6;107132;20;63390;0;5
19.02. 07:00:00;0;0.9;0.9;89.1;284;1.6;0.7;106525;20;83260;247727;6
19.02. 07:15:00;0;0.9;0.9;89.1;284;1.6;0.7;106525;20;83254;34131;6
19.02. 07:30:00;0;0.9;0.9;89.1;284;1.6;0.7;106525;20;83242;0;6
19.02. 07:45:00;0;0.9;0.9;89.1;284;1.6;0.7;106525;20;83328;0;6
19.02. 08:00:00;0;16.7;16.7;86;286;1.8;1.1;104095;20;85404;247729;4.1
19.02. 08:15:00;0;16.7;16.7;86;286;1.8;1.1;104095;20;85224;34132;4.1
19.02. 08:30:00;0;16.7;16.7;86;286;1.8;1.1;104095;20;85539;0;4.1
19.02. 08:45:00;0;16.7;16.7;86;286;1.8;1.1;104095;20;85212;0;4.1
19.02. 09:00:00;0;22.3;22.3;86.1;289;1.9;1.4;102549;20;79925;247731;3.6
19.02. 09:15:00;0;22.3;22.3;86.1;289;1.9;1.4;102549;20;80008;34132;3.6
19.02. 09:30:00;0;22.3;22.3;86.1;289;1.9;1.4;102549;20;80010;0;3.6
19.02. 09:45:00;0;22.3;22.3;86.1;289;1.9;1.4;102549;20;79930;0;3.6
19.02. 10:00:00;0;69.1;69.1;85.7;288;2;2.1;98628;20;76280;247733;4.5
19.02. 10:15:00;0;69.1;69.1;85.7;288;2;2.1;98628;20;76907;34132;4.5
19.02. 10:30:00;0;69.1;69.1;85.7;288;2;2.1;98628;20;77270;0;4.5
19.02. 10:45:00;0;69.1;69.1;85.7;288;2;2.1;98628;20;76353;0;4.5
19.02. 11:00:00;0;79;79;84.2;290;2;2.6;96143;20;77433;247735;4.1
19.02. 11:15:00;0;79.1;79.1;84.2;290;2;2.6;96143;20;77438;34132;4.1
19.02. 11:30:00;0;79.1;79.1;84.2;290;2;2.6;96143;20;77388;0;4.1
19.02. 11:45:00;0;79.1;79.1;84.2;290;2;2.6;96143;20;77613;0;4.1
19.02. 12:00:00;0;62.3;62.3;80.2;291;2;2.9;94155;20;83811;247737;2.9
19.02. 12:15:00;0;62.2;62.2;80.2;291;2;3;94155;20;83772;34133;2.9
19.02. 12:30:00;0;62.2;62.2;80.2;291;2;3;94155;20;83816;0;2.9
19.02. 12:45:00;0;62.2;62.2;80.2;291;2;3;94155;20;84039;0;2.9
19.02. 13:00:00;395;196;382;69.7;269;1.9;5.3;81233;20;83529;247739;2.9
19.02. 13:15:00;395;197;383;69.6;269;1.9;5.3;81233;20;83563;34133;2.9
19.02. 13:30:00;395;197;383;69.6;269;1.9;5.3;81233;20;83388;0;2.9
19.02. 13:45:00;395;197;383;69.6;269;1.9;5.3;81233;20;83219;0;2.9
19.02. 14:00:00;569;113;349;62.4;270;1.9;6.9;72563;20;76447;247741;2
19.02. 14:15:00;569;112;349;62.4;270;1.9;6.9;72563;20;76649;34133;2
19.02. 14:30:00;569;112;349;62.4;270;1.9;6.9;72563;20;76578;0;2
19.02. 14:45:00;569;112;349;62.4;270;1.9;6.9;72563;20;76510;0;2
19.02. 15:00:00;517;96.4;261;57.3;271;2;7.6;68366;20;71454;247743;1.5
19.02. 15:15:00;517;96.3;260;57.3;271;2;7.6;68366;20;71673;34133;1.5
19.02. 15:30:00;517;96.3;260;57.3;271;2;7.6;68366;20;71636;0;1.5
19.02. 15:45:00;517;96.3;260;57.3;271;2;7.6;68366;20;71690;0;1.5
19.02. 16:00:00;419;60.9;139;60.8;278;2;7.7;68034;20;72207;247745;1.6
19.02. 16:15:00;419;60.7;138;60.8;278;2;7.7;68034;20;72439;34134;1.6
19.02. 16:30:00;419;60.7;138;60.8;278;2;7.7;68034;20;72416;0;1.6
19.02. 16:45:00;419;60.7;138;60.8;278;2;7.7;68034;20;72503;0;1.6
19.02. 17:00:00;0;9.5;9.9;65.2;277;2.2;6.8;72673;20;81681;247747;0.8
19.02. 17:15:00;0;9.2;9.2;65.3;277;2.2;6.8;72673;20;81203;34134;0.8
19.02. 17:30:00;0;9.2;9.2;65.3;277;2.2;6.8;72673;20;81888;0;0.8
19.02. 17:45:00;0;9.2;9.2;65.3;277;2.2;6.8;72673;20;82625;0;0.8
19.02. 18:00:00;0;0.1;0.1;68.9;279;2.3;6.5;74827;20;102499;247749;1.1
19.02. 18:15:00;0;0;0;68.9;279;2.3;6.4;74827;20;103131;34134;1.1
19.02. 18:30:00;0;0;0;68.9;279;2.3;6.4;74827;20;104857;0;1.1
19.02. 18:45:00;0;0;0;68.9;279;2.3;6.4;74827;20;106871;0;1.1
19.02. 19:00:00;0;0;0;71.9;279;2.5;6.1;77036;20;118529;24775;2
19.02. 19:15:00;0;0;0;71.9;279;2.5;6.1;77036;20;119161;34135;2
19.02. 19:30:00;0;0;0;71.9;279;2.5;6.1;77036;20;121230;0;2
19.02. 19:45:00;0;0;0;71.9;279;2.5;6.1;77036;20;123269;0;2
19.02. 20:00:00;0;0;0;70.8;276;2.7;5.7;79189;20;113731;247752;2.9
19.02. 20:15:00;0;0;0;70.8;276;2.7;5.7;79189;20;113682;34135;2.9
19.02. 20:30:00;0;0;0;70.8;276;2.7;5.7;79189;20;113337;0;2.9
19.02. 20:45:00;0;0;0;70.8;276;2.7;5.7;79189;20;112891;0;2.9
19.02. 21:00:00;0;0;0;72.5;275;2.8;5.3;81398;20;98635;247754;1.5
19.02. 21:15:00;0;0;0;72.5;275;2.8;5.3;81398;20;98654;34135;1.5
19.02. 21:30:00;0;0;0;72.5;275;2.8;5.3;81398;20;98238;0;1.5
19.02. 21:45:00;0;0;0;72.5;275;2.8;5.3;81398;20;97914;0;1.5
19.02. 22:00:00;0;0;0;78.5;278;3;4.9;83607;20;85259;247756;1.8
19.02. 22:15:00;0;0;0;78.5;278;3;4.9;83607;20;85311;34135;1.8
19.02. 22:30:00;0;0;0;78.5;278;3;4.9;83607;20;83903;0;1.8
19.02. 22:45:00;0;0;0;78.5;278;3;4.9;83607;20;76326;0;1.8
19.02. 23:00:00;0;0;0;81;278;3.2;4.5;85761;20;60781;0;1
19.02. 23:15:00;0;0;0;81.1;278;3.2;4.5;85761;20;60804;0;1
19.02. 23:30:00;0;0;0;81.1;278;3.2;4.5;85761;20;60805;0;1
19.02. 23:45:00;0;0;0;81.1;278;3.2;4.5;85761;20;60821;0;1
20.02. 00:00:00;0;0;0;87;278;3.4;3.8;89571;20;50702;0;0.8
20.02. 00:15:00;0;0;0;87.2;278;3.4;3.8;89571;20;50734;0;0.8
20.02. 00:30:00;0;0;0;87.2;278;3.4;3.8;89571;20;50785;0;0.8
20.02. 00:45:00;0;0;0;87.2;278;3.4;3.8;89571;20;50736;0;0.8
20.02. 01:00:00;0;0;0;87.9;275;3.5;3.1;93658;20;43498;0;0.6
20.02. 01:15:00;0;0;0;87.9;275;3.5;3;93658;20;43480;0;0.6
20.02. 01:30:00;0;0;0;87.9;275;3.5;3;93658;20;43473;0;0.6
20.02. 01:45:00;0;0;0;87.9;275;3.5;3;93658;20;43546;0;0.6
20.02. 02:00:00;0;0;0;90.2;272;3.6;2.3;97799;20;38062;0;1.3
20.02. 02:15:00;0;0;0;90.3;272;3.6;2.3;97799;20;37909;0;1.3
20.02. 02:30:00;0;0;0;90.3;272;3.6;2.3;97799;20;38048;0;1.3
20.02. 02:45:00;0;0;0;90.3;272;3.6;2.3;97799;20;37928;0;1.3
20.02. 03:00:00;0;0;0;87.5;269;3.7;1.9;100008;20;37232;247765;1.1
20.02. 03:15:00;0;0;0;87.5;269;3.7;1.9;100008;20;36804;34137;1.1
20.02. 03:30:00;0;0;0;87.5;269;3.7;1.9;100008;20;36919;0;1.1
20.02. 03:45:00;0;0;0;87.5;269;3.7;1.9;100008;20;36811;0;1.1
20.02. 04:00:00;0;0;0;96;272;3.8;1.5;102217;20;36361;247767;0.6
20.02. 04:15:00;0;0;0;96;272;3.8;1.5;102217;20;36085;34137;0.6
20.02. 04:30:00;0;0;0;96;272;3.8;1.5;102217;20;36509;0;0.6
20.02. 04:45:00;0;0;0;96;272;3.8;1.5;102217;20;36255;0;0.6
20.02. 05:00:00;0;0;0;99.5;272;3.8;1.2;103763;20;37197;247768;1
20.02. 05:15:00;0;0;0;99.5;272;3.8;1.2;103763;20;37098;34137;1
20.02. 05:30:00;0;0;0;99.5;272;3.8;1.2;103763;20;37130;0;1
20.02. 05:45:00;0;0;0;99.5;272;3.8;1.2;103763;20;36963;0;1
20.02. 06:00:00;0;0;0;95.9;269;3.8;0.9;105365;20;44765;24777;1.6
20.02. 06:15:00;0;0;0;95.9;269;3.8;0.9;105365;20;45066;34137;1.6
20.02. 06:30:00;0;0;0;95.9;269;3.8;0.9;105365;20;43817;0;1.6
20.02. 06:45:00;0;0;0;95.9;269;3.8;0.9;105365;20;43804;0;1.6
20.02. 07:00:00;0;1.6;1.6;95.3;269;3.9;0.9;105310;20;58721;247772;1.1
20.02. 07:15:00;0;1.6;1.6;95.3;269;3.9;0.9;105310;20;58735;34137;1.1
20.02. 07:30:00;0;1.6;1.6;95.3;269;3.9;0.9;105310;20;58570;0;1.1
20.02. 07:45:00;0;1.6;1.6;95.3;269;3.9;0.9;105310;20;58750;0;1.1
20.02. 08:00:00;378;47;97.9;86.7;273;3.9;2.7;95370;20;77951;247774;0.8
20.02. 08:15:00;378;47.3;98.5;86.7;273;3.9;2.7;95370;20;77897;34138;0.8
20.02. 08:30:00;378;47.3;98.5;86.7;273;3.9;2.7;95370;20;78041;0;0.8
20.02. 08:45:00;378;47.3;98.5;86.7;273;3.9;2.7;95370;20;77890;0;0.8
20.02. 09:00:00;661;54.7;241;71.4;268;3.9;5.1;82171;20;89481;247775;1.1
20.02. 09:15:00;661;54.7;241;71.4;268;3.9;5.1;82171;20;89440;34138;1.1
20.02. 09:30:00;661;54.7;241;71.4;268;3.9;5.1;82171;20;89246;0;1.1
20.02. 09:45:00;661;54.7;241;71.4;268;3.9;5.1;82171;20;89219;0;1.1
20.02. 10:00:00;705;75.2;351;61.5;270;4.1;7.3;69801;20;92780;247777;2.2
20.02. 10:15:00;705;75.3;352;61.5;270;4.1;7.4;69801;20;92938;34138;2.2
20.02. 10:30:00;705;75.3;352;61.5;270;4.1;7.4;69801;20;92954;0;2.2
20.02. 10:45:00;705;75.3;352;61.5;270;4.1;7.4;69801;20;92939;0;2.2
20.02. 11:00:00;717;92.6;425;55.8;273;4.3;9.2;59640;20;97244;247779;3.1
20.02. 11:15:00;717;92.7;425;55.7;273;4.3;9.2;59640;20;97429;34138;3.1
20.02. 11:30:00;717;92.7;425;55.7;273;4.3;9.2;59640;20;97542;0;3.1
20.02. 11:45:00;717;92.7;425;55.7;273;4.3;9.2;59640;20;98018;0;3.1
20.02. 12:00:00;792;82.5;473;52.3;275;4.6;10.7;51247;20;105609;247781;3.1
20.02. 12:15:00;792;82.4;473;52.3;275;4.6;10.7;51247;20;106047;34139;3.1
20.02. 12:30:00;792;82.4;473;52.3;275;4.6;10.7;51247;20;106647;0;3.1
