Datum;Wetterdaten: Normale Direktstrahlung  [W/m²] (Bn);Wetterdaten: Diffusstrahlung, Jahressumme [W/m²] (Dh);Wetterdaten: Globalstrahlung, Jahressumme [W/m²] (Gh);Wetterdaten: Luftfeuchtigkeit [%] (Hrel);Wetterdaten: Wärmestrahlung [W/m²] (Lh);Wetterdaten: Aussentemperatur 24-h-Mittel [°C] (Tamb24);Wetterdaten: Mittlere Aussentemperatur [°C] (Tamb);Gebäude Space heating: demand 443 Mhw: Heizwärmebedarf [W] (Qdem);Gebäude Space heating: demand 443 Mhw: Soll-Raumtemperatur [°C];Elektrische Verbraucher Elec. Demand: 425 MWh: Elektrischer Verbrauch [W] (Ecs);Warmwasserbedarf 343 MWh: Domestic hot water: Energiebedarf [W] (Qdem);Wetterdaten: Windgeschwindigkeit [m/s] (Vwnd)
23.07. 13:45:00;7.3;255;261;42.7;388;25.6;28.7;0;20;82104;0;5.6
23.07. 14:00:00;0.4;147;147;45.4;395;25.6;28.1;0;20;75278;213442;5.3
23.07. 14:15:00;0.4;146;146;45.4;395;25.6;28;0;20;75277;29408;5.3
23.07. 14:30:00;0.4;146;146;45.4;395;25.6;28;0;20;75119;0;5.3
23.07. 14:45:00;0.4;146;146;45.4;395;25.6;28;0;20;74703;0;5.3
23.07. 15:00:00;0;65.5;65.5;59.3;413;25.6;27.2;0;20;70311;213434;3.7
23.07. 15:15:00;0;65.1;65.1;59.4;413;25.6;27.2;0;20;70469;29407;3.7
23.07. 15:30:00;0;65.1;65.1;59.4;413;25.6;27.2;0;20;70009;0;3.7
23.07. 15:45:00;0;65.1;65.1;59.4;413;25.6;27.2;0;20;69639;0;3.7
23.07. 16:00:00;22.6;197;210;74.2;411;25.5;26.6;0;20;44732;213426;2.9
23.07. 16:15:00;22.6;198;211;74.3;411;25.5;26.6;0;20;38392;29405;2.9
23.07. 16:30:00;22.6;198;211;74.3;411;25.5;26.6;0;20;38392;0;2.9
23.07. 16:45:00;22.6;198;211;74.3;411;25.5;26.6;0;20;38392;0;2.9
23.07. 17:00:00;80.8;179;212;73.8;404;25.5;26.8;0;20;40976;213418;3.7
23.07. 17:15:00;80.8;179;212;73.8;404;25.5;26.8;0;20;40976;29404;3.7
23.07. 17:30:00;80.8;179;212;73.8;404;25.5;26.8;0;20;40976;0;3.7
23.07. 17:45:00;80.8;179;212;73.8;404;25.5;26.8;0;20;40976;0;3.7
23.07. 18:00:00;18.3;93.3;98.1;75.4;410;25.4;26.4;0;20;47557;21341;3.9
23.07. 18:15:00;18.3;92.8;97.5;75.4;410;25.4;26.4;0;20;47557;29403;3.9
