Time,AirTemperature,WindSpeed,GlobalRadiation,DirectNormalRad,DiffRadiation
04.07. 01:00,12.5,2.3,0,0,318
04.07. 02:00,12.2,2.2,0,0,324
04.07. 03:00,12,2.1,0,0,315
04.07. 04:00,11,2.1,29,89,332
04.07. 05:00,13,2.6,96,171,309
04.07. 06:00,14,2.6,155,170,335
04.07. 07:00,15,3.1,241,263,322
04.07. 08:00,16,3.1,376,388,335
04.07. 09:00,17,2.1,572,556,333
04.07. 10:00,19,3.6,655,582,335
04.07. 11:00,20,3.1,623,488,327
04.07. 12:00,20,2.1,465,320,343
04.07. 13:00,20,3.6,272,108,344
04.07. 14:00,20,3.6,269,104,362
04.07. 15:00,19,1.5,295,208,369
04.07. 16:00,18,2.1,234,208,367
04.07. 17:00,18,1.5,110,74,361
04.07. 18:00,18,3.1,45,35,364
04.07. 19:00,18,1.5,19,27,371
04.07. 20:00,17,0,2,0,355
04.07. 21:00,17,1,0,0,359
04.07. 22:00,16.7,1,0,0,367
04.07. 23:00,16.3,1,0,0,366
05.07. 00:00,16,1,0,0,368
05.07. 01:00,15.7,1,0,0,366
05.07. 02:00,15.3,1,0,0,361
05.07. 03:00,15,1,0,0,355
05.07. 04:00,14,0.5,10,5,366
05.07. 05:00,15,0.5,36,11,370
05.07. 06:00,16,1,167,207,363
05.07. 07:00,17,1.5,362,478,370
05.07. 08:00,19,2.1,486,527,338
05.07. 09:00,20,2.1,580,518,335
05.07. 10:00,21,2.1,632,516,346
05.07. 11:00,22,2.6,690,572,346
05.07. 12:00,23,1.5,671,572,349
05.07. 13:00,24,2.6,601,520,353
05.07. 14:00,24,2.1,547,500,359
05.07. 15:00,24,2.1,447,470,366
05.07. 16:00,25,2.1,340,435,371
05.07. 17:00,25,1.5,222,354,359
05.07. 18:00,24,1.5,116,258,365
05.07. 19:00,23,1.5,32,96,352
05.07. 20:00,21,2.1,3,0,358
05.07. 21:00,20,1.5,0,0,353
05.07. 22:00,19,1.5,0,0,342
05.07. 23:00,18.4,1.4,0,0,342
06.07. 00:00,17.8,1.3,0,0,349
06.07. 01:00,17.2,1.2,0,0,355
06.07. 02:00,16.6,1.1,0,0,336
06.07. 03:00,16,1,0,0,330
06.07. 04:00,16,1,26,77,341
06.07. 05:00,16,2.1,94,187,348
06.07. 06:00,17,3.1,246,405,350
06.07. 07:00,18,2.6,426,621,341
06.07. 08:00,20,3.1,509,576,329
06.07. 09:00,21,3.1,536,466,340
06.07. 10:00,22,4.1,579,443,357
06.07. 11:00,23,4.6,628,462,373
06.07. 12:00,23,3.6,660,503,369
06.07. 13:00,24,3.1,673,551,371
06.07. 14:00,24,3.1,629,598,361
06.07. 15:00,24,3.6,488,524,359
06.07. 16:00,24,3.1,325,357,348
06.07. 17:00,24,4.1,214,313,360
06.07. 18:00,24,3.6,123,307,355
06.07. 19:00,24,1.5,41,142,351
06.07. 20:00,22,2.1,3,0,333
06.07. 21:00,21,1.5,0,0,328
06.07. 22:00,18,2.1,0,0,328
06.07. 23:00,17.4,1.8,0,0,351
07.07. 00:00,16.8,1.5,0,0,330
07.07. 01:00,16.2,1.1,0,0,316
07.07. 02:00,15.6,0.8,0,0,322
07.07. 03:00,15,0.5,0,0,313
07.07. 04:00,14,2.1,30,108,321
07.07. 05:00,15,0,98,236,308
07.07. 06:00,15,0,244,424,319
07.07. 07:00,17,0.5,436,643,324
07.07. 08:00,19,2.6,594,704,301
07.07. 09:00,20,2.1,729,763,306
07.07. 10:00,21,1,806,751,311
07.07. 11:00,21,1.5,811,661,311
07.07. 12:00,21,2.1,743,522,321
07.07. 13:00,22,1,626,363,337
07.07. 14:00,22,1.5,504,259,346
07.07. 15:00,23,1,421,255,359
07.07. 16:00,23,1.5,349,316,369
07.07. 17:00,23,2.1,224,273,350
07.07. 18:00,22,1.5,117,257,359
07.07. 19:00,21,1,41,147,351
07.07. 20:00,20,0,2,0,326
07.07. 21:00,17,2.6,0,0,320
07.07. 22:00,15,1,0,0,313
07.07. 23:00,14.5,1,0,0,314
08.07. 00:00,14,1,0,0,322
08.07. 01:00,13.7,0.7,0,0,309
08.07. 02:00,13.3,0.3,0,0,306
08.07. 03:00,13,0,0,0,305
08.07. 04:00,12,0.5,36,140,304
08.07. 05:00,12,1,135,375,302
08.07. 06:00,15,0,282,545,306
08.07. 07:00,17,1,442,663,305
08.07. 08:00,19,1.5,594,737,312
08.07. 09:00,20,1,718,776,318
08.07. 10:00,21,1.5,791,755,323
08.07. 11:00,22,2.1,838,758,330
08.07. 12:00,24,2.1,861,808,345
08.07. 13:00,24,2.1,823,819,345
08.07. 14:00,26,1.5,735,795,337
08.07. 15:00,25,2.1,610,753,338
08.07. 16:00,25,2.6,460,685,338
08.07. 17:00,25,2.6,300,577,337
08.07. 18:00,25,2.1,150,414,335
08.07. 19:00,24,2.6,43,159,333
08.07. 20:00,21,2.6,3,0,325
08.07. 21:00,20,2.1,0,0,320
08.07. 22:00,18.8,1.9,0,0,316
08.07. 23:00,17.7,1.7,0,0,314
09.07. 00:00,16.5,1.5,0,0,312
09.07. 01:00,15.3,1.4,0,0,313
09.07. 02:00,14.2,1.2,0,0,316
09.07. 03:00,13,1,0,0,310
09.07. 04:00,13,2.6,33,96,313
09.07. 05:00,14,1.5,120,238,313
09.07. 06:00,16,1.5,262,412,313
09.07. 07:00,18,2.6,435,625,324
09.07. 08:00,20,2.1,596,744,332
09.07. 09:00,23,4.1,726,793,332
09.07. 10:00,24,4.1,812,793,337
09.07. 11:00,26,4.1,836,721,342
09.07. 12:00,26,4.1,828,696,346
09.07. 13:00,27,2.6,793,713,353
09.07. 14:00,28,4.1,719,736,362
09.07. 15:00,29,3.1,603,737,360
09.07. 16:00,29,4.6,442,639,355
09.07. 17:00,28,2.6,273,500,357
09.07. 18:00,28,2.6,125,261,362
09.07. 19:00,27,2.1,32,50,366
09.07. 20:00,25,2.6,2,0,376
09.07. 21:00,22,2.1,0,0,364
09.07. 22:00,21,2.6,0,0,355
09.07. 23:00,21,3.6,0,0,365
10.07. 00:00,21,3.1,0,0,353
10.07. 01:00,20.3,3.1,0,0,353
10.07. 02:00,19.7,3.1,0,0,359
10.07. 03:00,19,3.1,0,0,339
10.07. 04:00,19,3.1,32,123,340
10.07. 05:00,19,2.6,114,296,330
10.07. 06:00,20,2.6,251,459,326
10.07. 07:00,21,2.6,401,579,328
10.07. 08:00,21,2.6,548,642,332
10.07. 09:00,22,2.6,684,727,331
10.07. 10:00,23,4.1,775,741,342
10.07. 11:00,24,3.6,821,742,346
10.07. 12:00,25,3.1,832,777,353
10.07. 13:00,26,2.6,799,778,355
10.07. 14:00,27,3.6,696,724,355
10.07. 15:00,27,3.1,566,665,363
10.07. 16:00,28,2.1,429,610,362
10.07. 17:00,28,2.6,281,523,363
10.07. 18:00,27,1.5,140,378,361
10.07. 19:00,26,1.5,39,144,361
10.07. 20:00,24,0.5,2,0,354
10.07. 21:00,21,0,0,0,350
10.07. 22:00,19,0,0,0,347
10.07. 23:00,18.4,0.2,0,0,344
11.07. 00:00,17.8,0.4,0,0,341
11.07. 01:00,17.2,0.6,0,0,338
11.07. 02:00,16.6,0.8,0,0,336
11.07. 03:00,16,1,0,0,333
11.07. 04:00,16,0.5,33,137,332
11.07. 05:00,15,1,130,375,331
11.07. 06:00,19,1,274,544,331
11.07. 07:00,20,0.5,432,658,334
11.07. 08:00,22,1.5,582,732,345
11.07. 09:00,23,1,709,778,352
11.07. 10:00,26,1,800,803,359
11.07. 11:00,27,1.5,849,814,366
11.07. 12:00,29,2.1,850,811,372
11.07. 13:00,30,1.5,804,797,376
11.07. 14:00,31,2.1,716,770,380
11.07. 15:00,32,1.5,576,699,382
11.07. 16:00,32,1.5,425,625,383
11.07. 17:00,32,2.1,280,535,387
11.07. 18:00,31,1.5,132,358,387
11.07. 19:00,30,1,33,125,389
11.07. 20:00,28,1,2,0,398
11.07. 21:00,25,3.1,0,0,386
11.07. 22:00,24,3.1,0,0,382
11.07. 23:00,23.3,3.3,0,0,377
12.07. 00:00,22.7,3.4,0,0,370
12.07. 01:00,22,3.6,0,0,370
12.07. 02:00,21.5,3.3,0,0,367
12.07. 03:00,21,3.1,0,0,358
12.07. 04:00,20,3.1,31,119,355
12.07. 05:00,20,3.1,122,317,353
12.07. 06:00,21,2.6,250,432,354
12.07. 07:00,23,2.1,404,555,358
12.07. 08:00,26,4.1,553,632,369
12.07. 09:00,25,4.1,630,584,370
12.07. 10:00,24,3.1,653,538,378
12.07. 11:00,26,2.1,583,377,385
12.07. 12:00,26,2.6,472,204,402
12.07. 13:00,23,2.1,351,104,416
12.07. 14:00,21,5.1,315,99,421
12.07. 15:00,21,2.6,276,139,413
12.07. 16:00,22,2.1,162,131,405
12.07. 17:00,22,2.1,151,251,406
12.07. 18:00,22,2.1,113,281,396
12.07. 19:00,22,2.6,32,109,377
12.07. 20:00,21,2.6,1,0,359
12.07. 21:00,21,1,0,0,353
12.07. 22:00,21,1,0,0,350
12.07. 23:00,20.7,1.2,0,0,362
13.07. 00:00,20.3,1.3,0,0,381
13.07. 01:00,20,1.5,0,0,362
13.07. 02:00,19,1.5,0,0,348
13.07. 03:00,18,1.5,0,0,352
13.07. 04:00,18,1.5,14,17,357
13.07. 05:00,18,1,46,37,357
13.07. 06:00,19,1,70,36,371
13.07. 07:00,19,2.1,107,22,377
13.07. 08:00,19,2.1,238,65,381
13.07. 09:00,19,2.6,413,219,383
13.07. 10:00,20,2.1,434,209,375
13.07. 11:00,21,2.1,341,72,375
13.07. 12:00,21,2.6,271,24,384
13.07. 13:00,23,3.1,221,3,392
13.07. 14:00,24,2.6,189,2,392
13.07. 15:00,23,3.1,165,7,384
13.07. 16:00,22,3.6,132,16,381
13.07. 17:00,24,5.7,95,21,380
13.07. 18:00,23,6.2,54,17,385
13.07. 19:00,20,3.6,13,5,372
13.07. 20:00,17,3.6,1,0,374
13.07. 21:00,17,3.6,0,0,367
13.07. 22:00,17,2.1,0,0,364
13.07. 23:00,16,3.6,0,0,365
14.07. 00:00,16,4.1,0,0,365
14.07. 01:00,16,4.1,0,0,355
14.07. 02:00,15.5,3.8,0,0,344
14.07. 03:00,15,3.6,0,0,336
14.07. 04:00,15,2.6,26,101,331
14.07. 05:00,15,3.1,107,254,335
14.07. 06:00,15,3.1,240,402,314
14.07. 07:00,16,4.1,260,284,336
14.07. 08:00,17,4.1,290,165,326
14.07. 09:00,17,3.1,424,283,354
14.07. 10:00,16,3.6,546,374,355
14.07. 11:00,18,3.6,541,349,362
14.07. 12:00,16,1.5,418,195,338
14.07. 13:00,18,3.1,479,273,346
14.07. 14:00,20,2.6,545,445,353
14.07. 15:00,20,2.1,460,453,334
14.07. 16:00,17,7.2,343,355,346
14.07. 17:00,16,3.6,225,318,352
14.07. 18:00,16,5.1,109,186,331
14.07. 19:00,15,4.6,23,9,336
14.07. 20:00,15,4.6,1,0,337
14.07. 21:00,14,3.6,0,0,325
14.07. 22:00,14,4.6,0,0,321
14.07. 23:00,14,3.6,0,0,317
15.07. 00:00,13.8,3.3,0,0,329
15.07. 01:00,13.5,3.1,0,0,345
15.07. 02:00,13.2,2.8,0,0,345
15.07. 03:00,13,2.6,0,0,361
15.07. 04:00,13,2.1,0,0,353
15.07. 05:00,13,1,105,297,361
15.07. 06:00,13,1.5,250,482,334
15.07. 07:00,14,2.1,366,495,305
15.07. 08:00,15,2.1,475,504,296
15.07. 09:00,16,2.1,601,586,314
15.07. 10:00,15,4.1,697,623,316
15.07. 11:00,16,2.1,723,612,309
15.07. 12:00,18,1,731,634,327
15.07. 13:00,19,2.6,693,618,313
15.07. 14:00,20,2.6,611,560,311
15.07. 15:00,18,3.1,506,523,333
15.07. 16:00,14,2.6,343,421,326
15.07. 17:00,16,2.6,220,357,336
15.07. 18:00,17,1,114,262,332
15.07. 19:00,16,1.5,29,94,327
15.07. 20:00,14,1.5,2,0,328
15.07. 21:00,12,1.5,0,0,314
15.07. 22:00,11,3.1,0,0,323
15.07. 23:00,11,2.9,0,0,323
16.07. 00:00,11,2.7,0,0,323
16.07. 01:00,11,2.5,0,0,319
16.07. 02:00,11,2.3,0,0,315
16.07. 03:00,11,2.1,0,0,327
16.07. 04:00,12,2.1,0,0,317
16.07. 05:00,12,2.1,101,262,302
16.07. 06:00,12,1.5,215,376,311
16.07. 07:00,13,1.5,369,500,322
16.07. 08:00,15,1.5,500,568,326
16.07. 09:00,16,1.5,522,474,310
16.07. 10:00,18,1.5,523,376,326
16.07. 11:00,17,1.5,540,304,328
16.07. 12:00,19,2.1,488,222,334
16.07. 13:00,19,2.1,402,128,359
16.07. 14:00,19,3.1,310,64,346
16.07. 15:00,19,1,281,141,367
16.07. 16:00,21,1,243,152,367
16.07. 17:00,20,1,145,117,356
16.07. 18:00,20,3.1,87,158,355
16.07. 19:00,19,2.6,30,80,345
16.07. 20:00,18,1,1,0,326
16.07. 21:00,16,1.5,0,0,320
16.07. 22:00,14,1.5,0,0,324
16.07. 23:00,13.2,1.5,0,0,306
17.07. 00:00,12.4,1.5,0,0,305
17.07. 01:00,11.6,1.5,0,0,305
17.07. 02:00,10.8,1.5,0,0,315
17.07. 03:00,10,1.5,0,0,320
17.07. 04:00,10,1,0,0,302
17.07. 05:00,10,1,118,333,304
17.07. 06:00,12,2.6,254,500,299
17.07. 07:00,14,3.1,406,594,302
17.07. 08:00,16,3.1,562,687,310
17.07. 09:00,18,2.6,670,712,314
17.07. 10:00,20,2.6,713,627,320
17.07. 11:00,21,2.1,748,590,339
17.07. 12:00,22,2.1,690,483,357
17.07. 13:00,23,1.5,501,229,351
17.07. 14:00,24,1,407,162,371
17.07. 15:00,24,1.5,367,199,388
17.07. 16:00,24,1,232,123,391
17.07. 17:00,24,1,106,45,391
17.07. 18:00,24,0.5,51,65,399
17.07. 19:00,22,0.5,20,51,400
17.07. 20:00,21,0.5,1,0,381
17.07. 21:00,20,0.5,0,0,383
17.07. 22:00,19,0.5,0,0,367
17.07. 23:00,19,0,0,0,357
18.07. 00:00,19,0.5,0,0,353
18.07. 01:00,17,1,0,0,348
18.07. 02:00,16,1.2,0,0,337
18.07. 03:00,15,1.5,0,0,334
18.07. 04:00,14,1,0,0,336
18.07. 05:00,14,1,107,321,332
18.07. 06:00,16,2.1,248,488,341
18.07. 07:00,18,3.6,381,553,332
18.07. 08:00,20,2.6,518,599,335
18.07. 09:00,22,2.6,671,711,359
18.07. 10:00,24,2.1,773,769,350
18.07. 11:00,25,2.6,809,762,352
18.07. 12:00,26,1.5,731,618,363
18.07. 13:00,27,1.5,608,443,363
18.07. 14:00,27,2.6,478,320,385
18.07. 15:00,27,1,308,165,391
18.07. 16:00,27,1.5,227,178,412
18.07. 17:00,28,1.5,198,309,410
18.07. 18:00,27,1,107,254,392
18.07. 19:00,26,0.5,26,81,383
18.07. 20:00,23,0,1,0,383
18.07. 21:00,22,0,0,0,376
18.07. 22:00,20,0,0,0,359
18.07. 23:00,19.2,0.2,0,0,368
19.07. 00:00,18.4,0.4,0,0,364
19.07. 01:00,17.6,0.6,0,0,348
19.07. 02:00,16.8,0.8,0,0,349
19.07. 03:00,16,1,0,0,353
19.07. 04:00,17,1,0,0,342
19.07. 05:00,17,1,110,316,342
19.07. 06:00,18,0.5,241,455,340
19.07. 07:00,20,0.5,393,576,343
19.07. 08:00,22,1,542,679,355
19.07. 09:00,24,1.5,660,711,359
19.07. 10:00,25,1.5,651,605,366
19.07. 11:00,27,1.5,637,552,379
19.07. 12:00,28,1.5,673,594,390
19.07. 13:00,28,2.1,633,576,380
19.07. 14:00,29,1.5,548,547,383
19.07. 15:00,29,1.5,456,540,387
19.07. 16:00,29,1.5,360,517,382
19.07. 17:00,28,1.5,230,421,385
19.07. 18:00,28,2.1,110,301,378
19.07. 19:00,27,3.1,31,118,374
19.07. 20:00,24,0.5,1,0,370
19.07. 21:00,22,1.5,0,0,366
19.07. 22:00,21,1,0,0,355
19.07. 23:00,20.4,0.9,0,0,351
20.07. 00:00,19.8,0.8,0,0,352
20.07. 01:00,19.2,0.7,0,0,343
20.07. 02:00,18.6,0.6,0,0,341
20.07. 03:00,18,0.5,0,0,339
20.07. 04:00,18,1.5,0,0,337
20.07. 05:00,17,1.5,115,356,343
20.07. 06:00,19,2.1,258,536,335
20.07. 07:00,20,2.1,419,658,338
20.07. 08:00,22,3.1,573,739,344
20.07. 09:00,24,3.1,693,764,350
20.07. 10:00,25,3.6,779,781,357
20.07. 11:00,28,4.1,838,816,367
20.07. 12:00,29,3.6,842,815,370
20.07. 13:00,30,3.6,798,804,374
20.07. 14:00,30,3.6,713,784,379
20.07. 15:00,31,3.6,584,728,379
20.07. 16:00,31,3.6,433,651,381
20.07. 17:00,30,3.1,276,545,380
20.07. 18:00,30,3.1,132,390,381
20.07. 19:00,28,2.6,33,148,375
20.07. 20:00,26,2.6,1,0,367
20.07. 21:00,24,2.1,0,0,360
20.07. 22:00,23,1.5,0,0,357
20.07. 23:00,21.8,1.3,0,0,353
21.07. 00:00,20.6,1.1,0,0,350
21.07. 01:00,19.4,0.9,0,0,347
21.07. 02:00,18.2,0.7,0,0,344
21.07. 03:00,17,0.5,0,0,341
21.07. 04:00,17,0,0,0,339
21.07. 05:00,17,0,117,379,336
21.07. 06:00,20,1,263,558,334
21.07. 07:00,22,0.5,425,680,335
21.07. 08:00,25,1,579,755,343
21.07. 09:00,26,1,709,801,352
21.07. 10:00,27,1.5,803,828,361
21.07. 11:00,29,2.6,854,842,368
21.07. 12:00,31,2.1,857,842,374
21.07. 13:00,32,2.1,813,833,377
21.07. 14:00,33,1.5,724,808,378
21.07. 15:00,34,1.5,597,764,377
21.07. 16:00,34,2.1,439,678,375
21.07. 17:00,34,2.1,275,558,374
21.07. 18:00,34,1.5,112,266,372
21.07. 19:00,29,0.5,13,17,375
21.07. 20:00,28,1.5,1,0,414
21.07. 21:00,27,1,0,0,403
21.07. 22:00,25,1,0,0,394
21.07. 23:00,23.8,1.3,0,0,374
22.07. 00:00,22.6,1.6,0,0,387
22.07. 01:00,21.4,2,0,0,396
22.07. 02:00,20.2,2.3,0,0,400
22.07. 03:00,19,2.6,0,0,402
22.07. 04:00,19,3.6,0,0,400
22.07. 05:00,19,0,34,0,396
22.07. 06:00,19,1.5,100,20,395
22.07. 07:00,20,2.6,193,72,390
22.07. 08:00,21,1.5,310,161,388
22.07. 09:00,22,2.1,423,222,390
22.07. 10:00,23,1.5,553,360,393
22.07. 11:00,24,1.5,712,603,392
22.07. 12:00,26,1.5,784,719,389
22.07. 13:00,26,2.6,760,746,382
22.07. 14:00,26,4.6,650,672,381
22.07. 15:00,26,3.6,514,595,383
22.07. 16:00,26,4.6,391,552,385
22.07. 17:00,26,5.1,244,441,378
22.07. 18:00,25,3.6,115,305,382
22.07. 19:00,24,2.6,28,111,376
22.07. 20:00,23,3.6,1,0,367
22.07. 21:00,21,2.1,0,0,365
22.07. 22:00,20.5,1.8,0,0,361
22.07. 23:00,20,1.4,0,0,351
23.07. 00:00,19.5,1,0,0,358
23.07. 01:00,19,0.7,0,0,360
23.07. 02:00,18.5,0.3,0,0,357
23.07. 03:00,18,0,0,0,356
23.07. 04:00,18,1.5,0,0,352
23.07. 05:00,17,2.1,107,312,348
23.07. 06:00,18,2.1,226,414,337
23.07. 07:00,20,1,377,515,340
23.07. 08:00,21,2.1,520,575,355
23.07. 09:00,23,1.5,631,567,357
23.07. 10:00,25,2.1,742,658,369
23.07. 11:00,27,4.1,710,585,379
23.07. 12:00,27,3.6,639,468,378
23.07. 13:00,27,3.6,631,461,399
23.07. 14:00,27,3.1,575,434,404
23.07. 15:00,28,3.6,420,304,397
23.07. 16:00,27,2.6,225,103,399
23.07. 17:00,24,8.8,115,22,406
23.07. 18:00,19,5.7,49,9,403
23.07. 19:00,19,4.1,6,0,395
23.07. 20:00,19,2.1,0,0,394
23.07. 21:00,19,1.5,0,0,391
23.07. 22:00,19,1,0,0,392
23.07. 23:00,19,1.5,0,0,389
24.07. 00:00,18.8,1.4,0,0,388
24.07. 01:00,18.5,1.2,0,0,391
24.07. 02:00,18.2,1.1,0,0,387
24.07. 03:00,18,1,0,0,384
24.07. 04:00,18,1,0,0,388
24.07. 05:00,18,2.6,49,46,390
24.07. 06:00,19,1,104,85,387
24.07. 07:00,19,0.5,150,64,386
24.07. 08:00,20,1,230,52,382
24.07. 09:00,20,1.5,335,92,402
24.07. 10:00,20,2.6,513,315,406
24.07. 11:00,22,1,637,503,402
24.07. 12:00,23,1.5,670,559,385
24.07. 13:00,24,1.5,688,620,385
24.07. 14:00,23,3.6,615,614,386
24.07. 15:00,25,2.1,501,568,385
24.07. 16:00,25,1.5,344,411,374
24.07. 17:00,25,2.1,187,224,377
24.07. 18:00,24,1.5,85,176,386
24.07. 19:00,23,1.5,23,103,381
24.07. 20:00,22,0.5,0,0,377
24.07. 21:00,21,1,0,0,369
24.07. 22:00,20,1,0,0,383
24.07. 23:00,21,1,0,0,403
25.07. 00:00,20.5,2,0,0,384
25.07. 01:00,20,3.1,0,0,382
25.07. 02:00,19,2.1,0,0,374
25.07. 03:00,19,2.1,0,0,366
25.07. 04:00,19,2.1,0,0,375
25.07. 05:00,19,2.6,73,185,366
25.07. 06:00,20,2.1,161,258,371
25.07. 07:00,20,1.5,254,307,376
25.07. 08:00,21,2.1,364,347,371
25.07. 09:00,21,2.1,462,352,386
25.07. 10:00,24,1.5,589,444,383
25.07. 11:00,24,2.1,693,574,403
25.07. 12:00,25,2.1,672,569,397
25.07. 13:00,25,2.1,583,479,379
25.07. 14:00,26,2.1,511,460,384
25.07. 15:00,26,3.1,453,494,396
25.07. 16:00,26,2.6,318,366,385
25.07. 17:00,26,2.1,169,243,388
25.07. 18:00,25,3.1,80,205,382
25.07. 19:00,24,1.5,23,90,384
25.07. 20:00,23,2.1,0,0,369
25.07. 21:00,21,2.1,0,0,374
25.07. 22:00,21,2.6,0,0,371
25.07. 23:00,20,2.1,0,0,374
26.07. 00:00,20,2.1,0,0,360
26.07. 01:00,20,2.1,0,0,359
26.07. 02:00,20,2.6,0,0,362
26.07. 03:00,20,2.6,0,0,354
26.07. 04:00,20,2.6,0,0,360
26.07. 05:00,20,2.1,89,257,357
26.07. 06:00,20,2.1,218,402,348
26.07. 07:00,22,3.6,373,535,356
26.07. 08:00,23,3.1,518,605,359
26.07. 09:00,23,3.6,637,650,365
26.07. 10:00,25,3.1,666,611,371
26.07. 11:00,26,3.1,656,548,370
26.07. 12:00,26,2.1,655,544,383
26.07. 13:00,28,3.1,526,402,392
26.07. 14:00,28,3.1,438,359,384
26.07. 15:00,28,3.1,406,416,408
26.07. 16:00,29,2.1,295,367,385
26.07. 17:00,29,1,177,307,393
26.07. 18:00,28,2.1,74,211,379
26.07. 19:00,27,1,19,83,384
26.07. 20:00,25,1,0,0,399
26.07. 21:00,23,1,0,0,387
26.07. 22:00,21,1.5,0,0,368
26.07. 23:00,20,0.5,0,0,370
27.07. 00:00,19,1.5,0,0,375
27.07. 01:00,18.3,1.3,0,0,362
27.07. 02:00,17.7,1.2,0,0,361
27.07. 03:00,17,1,0,0,360
27.07. 04:00,16,0,0,0,356
27.07. 05:00,17,1,97,316,347
27.07. 06:00,18,1,217,454,349
27.07. 07:00,21,1.5,353,542,348
27.07. 08:00,22,1,503,623,366
27.07. 09:00,24,1,622,658,365
27.07. 10:00,25,1.5,714,704,369
27.07. 11:00,26,1.5,777,750,373
27.07. 12:00,28,1,712,652,378
27.07. 13:00,28,1.5,645,602,383
27.07. 14:00,29,1,599,604,389
27.07. 15:00,29,1.5,409,426,388
27.07. 16:00,27,2.6,256,316,385
27.07. 17:00,29,1.5,174,257,392
27.07. 18:00,25,4.6,80,181,387
27.07. 19:00,20,3.6,21,89,383
27.07. 20:00,21,2.1,0,0,383
27.07. 21:00,20,1,0,0,368
27.07. 22:00,20,1,0,0,362
27.07. 23:00,19.6,1.2,0,0,359
28.07. 00:00,19.2,1.4,0,0,357
28.07. 01:00,18.8,1.7,0,0,361
28.07. 02:00,18.4,1.9,0,0,352
28.07. 03:00,18,2.1,0,0,361
28.07. 04:00,18,2.6,0,0,359
28.07. 05:00,18,2.6,59,143,361
28.07. 06:00,19,2.6,202,383,369
28.07. 07:00,20,2.6,381,605,371
28.07. 08:00,21,2.6,536,692,338
28.07. 09:00,22,3.1,657,710,336
28.07. 10:00,23,2.6,746,709,339
28.07. 11:00,24,2.6,813,764,343
28.07. 12:00,25,3.1,810,788,349
28.07. 13:00,25,3.6,723,736,362
28.07. 14:00,26,2.1,645,720,352
28.07. 15:00,26,2.6,560,721,357
28.07. 16:00,26,2.6,394,610,357
28.07. 17:00,26,2.6,230,462,356
28.07. 18:00,25,1.5,101,275,358
28.07. 19:00,25,1.5,22,80,362
28.07. 20:00,23,1.5,0,0,356
28.07. 21:00,22,1,0,0,359
28.07. 22:00,20,1.5,0,0,357
28.07. 23:00,19.4,1.6,0,0,359
29.07. 00:00,18.8,1.7,0,0,347
29.07. 01:00,18.2,1.9,0,0,346
29.07. 02:00,17.6,2,0,0,343
29.07. 03:00,17,2.1,0,0,351
29.07. 04:00,16,2.1,0,0,337
29.07. 05:00,17,2.1,78,174,334
29.07. 06:00,16,2.1,186,262,342
29.07. 07:00,18,2.6,319,319,354
29.07. 08:00,20,3.1,422,325,348
29.07. 09:00,22,2.6,562,442,361
29.07. 10:00,23,2.6,528,374,368
29.07. 11:00,22,2.1,382,128,360
29.07. 12:00,23,2.6,478,253,385
29.07. 13:00,25,2.6,532,397,388
29.07. 14:00,26,2.1,482,438,388
29.07. 15:00,26,2.6,398,398,380
29.07. 16:00,27,3.1,214,198,377
29.07. 17:00,26,2.1,75,41,379
29.07. 18:00,22,4.1,36,40,400
29.07. 19:00,22,2.6,14,32,396
29.07. 20:00,22,3.6,0,0,379
29.07. 21:00,21,2.1,0,0,377
29.07. 22:00,20,2.1,0,0,378
29.07. 23:00,19.4,2.1,0,0,376
30.07. 00:00,18.8,2.1,0,0,371
30.07. 01:00,18.2,2.1,0,0,380
30.07. 02:00,17.6,2.1,0,0,373
30.07. 03:00,17,2.1,0,0,384
30.07. 04:00,17,2.6,0,0,388
30.07. 05:00,17,2.6,45,89,389
30.07. 06:00,18,3.1,116,159,379
30.07. 07:00,20,4.1,233,320,375
30.07. 08:00,21,4.6,358,416,364
30.07. 09:00,21,4.1,457,454,373
30.07. 10:00,22,3.6,561,508,371
30.07. 11:00,24,6.2,548,436,369
30.07. 12:00,24,6.2,573,469,381
30.07. 13:00,26,5.7,576,514,387
30.07. 14:00,25,5.1,467,448,387
30.07. 15:00,25,5.7,418,468,391
30.07. 16:00,25,2.6,295,384,397
30.07. 17:00,26,3.1,152,268,385
30.07. 18:00,25,2.1,65,190,387
30.07. 19:00,25,3.1,16,77,380
30.07. 20:00,23,1,0,0,367
30.07. 21:00,22,1,0,0,367
30.07. 22:00,21,1,0,0,362
30.07. 23:00,20.4,1.4,0,0,361
31.07. 00:00,19.8,1.8,0,0,354
31.07. 01:00,19.2,2.3,0,0,355
31.07. 02:00,18.6,2.7,0,0,350
31.07. 03:00,18,3.1,0,0,357
31.07. 04:00,17,2.1,0,0,377
31.07. 05:00,18,1,51,144,365
31.07. 06:00,19,1,142,225,360
31.07. 07:00,21,2.1,292,398,388
31.07. 08:00,22,2.1,416,470,388
31.07. 09:00,24,2.1,565,581,366
31.07. 10:00,25,2.1,619,607,372
31.07. 11:00,25,1.5,629,575,374
31.07. 12:00,26,1.5,680,639,378
31.07. 13:00,26,2.1,620,601,377
31.07. 14:00,28,2.6,566,614,378
31.07. 15:00,28,1.5,461,563,377
31.07. 16:00,29,2.6,324,467,381
31.07. 17:00,27,2.1,211,399,380
31.07. 18:00,24.5,1.4,85,195,390
31.07. 19:00,23.2,1.1,15,29,383
