HEATLOAD
Time,Space heating (kW),Domestic hot water (kW),Plug loads (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed
2022-06-20 15:30:00,0.0,20.735,22.4,20.735,712,157.0,668.0,32.4,43009,3.3
2022-06-20 15:45:00,0.0,21.0075,22.0,21.0075,712,157.0,668.0,32.4,43009,3.3
2022-06-20 16:00:00,0.0,21.28,21.6,21.28,645,140.0,522.0,32.1,48134,1.9
2022-06-20 16:15:00,0.0,22.34,21.4375,22.34,645,140.0,521.0,32.1,63958,1.9
2022-06-20 16:30:00,0.0,23.4,21.275,23.4,645,140.0,521.0,32.1,66604,1.9
2022-06-20 16:45:00,0.0,24.46,21.1125,24.46,645,140.0,521.0,32.1,68315,1.9
2022-06-20 17:00:00,0.0,25.52,20.95,25.52,562,117.0,367.0,31.4,69117,1.4
2022-06-20 17:15:00,0.0,26.7025,22.634999999999998,26.7025,562,117.0,367.0,31.4,69177,1.4
2022-06-20 17:30:00,0.0,27.884999999999998,24.32,27.884999999999998,562,117.0,367.0,31.4,69242,1.4
2022-06-20 17:45:00,0.0,29.0675,26.005000000000003,29.0675,562,117.0,367.0,31.4,68928,1.4
2022-06-20 18:00:00,0.0,30.25,27.69,30.25,453,85.8,216.0,30.2,74742,1.4
2022-06-20 18:15:00,0.0,32.832499999999996,28.962500000000002,32.832499999999996,453,85.6,215.0,30.2,74874,1.4
2022-06-20 18:30:00,0.0,35.415,30.235,35.415,453,85.6,215.0,30.2,74449,1.4
2022-06-20 18:45:00,0.0,37.9975,31.5075,37.9975,453,85.6,215.0,30.2,74089,1.4
2022-06-20 19:00:00,0.0,40.58,32.78,40.58,288,46.9,82.9,28.8,54635,2.9
2022-06-20 19:15:00,0.0,41.4975,33.205,41.4975,288,46.7,82.2,28.8,52571,2.9
2022-06-20 19:30:00,0.0,42.415,33.629999999999995,42.415,288,46.7,82.2,28.8,52571,2.9
2022-06-20 19:45:00,0.0,43.332499999999996,34.055,43.332499999999996,288,46.7,82.2,28.8,52571,2.9
2022-06-20 20:00:00,0.0,44.25,34.48,44.25,0,1.8,2.0,27.3,55130,3.8
2022-06-20 20:15:00,0.0,42.9475,33.192499999999995,42.9475,0,1.6,1.6,27.3,55130,3.8
2022-06-20 20:30:00,0.0,41.644999999999996,31.904999999999998,41.644999999999996,0,1.6,1.6,27.3,55130,3.8
2022-06-20 20:45:00,0.0,40.3425,30.6175,40.3425,0,1.6,1.6,27.3,55130,3.8
2022-06-20 21:00:00,0.0,39.04,29.33,39.04,0,0.01,0.01,25.2,52044,4.3
2022-06-20 21:15:00,0.0,34.915,28.585,34.915,0,0.0,0.0,25.2,52044,4.3
2022-06-20 21:30:00,0.0,30.79,27.84,30.79,0,0.0,0.0,25.2,52044,4.3
2022-06-20 21:45:00,0.0,26.665,27.095,26.665,0,0.0,0.0,25.2,52044,4.3
2022-06-20 22:00:00,0.0,22.54,26.35,22.54,0,0.0,0.0,23.1,48482,6.0
2022-06-20 22:15:00,0.0,20.54,24.9225,20.54,0,0.0,0.0,23.1,48482,6.0
2022-06-20 22:30:00,0.0,18.54,23.495,18.54,0,0.0,0.0,23.1,48482,6.0
2022-06-20 22:45:00,0.0,16.54,22.067500000000003,16.54,0,0.0,0.0,23.1,48482,6.0
2022-06-20 23:00:00,0.0,14.54,20.64,14.54,0,0.0,0.0,21.0,37373,6.3
2022-06-20 23:15:00,0.0,13.4175,17.95,13.4175,0,0.0,0.0,21.0,37373,6.3
2022-06-20 23:30:00,0.0,12.295,15.260000000000002,12.295,0,0.0,0.0,21.0,37373,6.3
2022-06-20 23:45:00,0.0,11.1725,12.57,11.1725,0,0.0,0.0,21.0,37373,6.3
2022-06-21 00:00:00,0.0,10.05,9.88,10.05,0,0.0,0.0,19.7,25405,5.7
2022-06-21 00:15:00,0.0,8.785,9.55,8.785,0,0.0,0.0,19.6,25405,5.7
2022-06-21 00:30:00,0.0,7.5200000000000005,9.22,7.5200000000000005,0,0.0,0.0,19.6,25405,5.7
2022-06-21 00:45:00,0.0,6.255000000000001,8.89,6.255000000000001,0,0.0,0.0,19.6,25405,5.7
2022-06-21 01:00:00,0.0,4.99,8.56,4.99,0,0.0,0.0,18.2,18926,5.1
2022-06-21 01:15:00,0.0,4.1175,8.4625,4.1175,0,0.0,0.0,18.1,18926,5.1
2022-06-21 01:30:00,0.0,3.245,8.365,3.245,0,0.0,0.0,18.1,18926,5.1
2022-06-21 01:45:00,0.0,2.3725,8.2675,2.3725,0,0.0,0.0,18.1,18926,5.1
2022-06-21 02:00:00,0.0,1.5,8.17,1.5,0,0.0,0.0,17.4,17183,4.0
2022-06-21 02:15:00,0.0,1.5,8.17,1.5,0,0.0,0.0,17.4,17183,4.0
2022-06-21 02:30:00,0.0,1.5,8.17,1.5,0,0.0,0.0,17.4,17183,4.0
2022-06-21 02:45:00,0.0,1.5,8.17,1.5,0,0.0,0.0,17.4,17183,4.0
2022-06-21 03:00:00,0.0,1.5,8.17,1.5,0,0.0,0.0,16.8,16183,2.1
2022-06-21 03:15:00,0.0,2.3625,8.245000000000001,2.3625,0,0.0,0.0,16.8,16183,2.1
2022-06-21 03:30:00,0.0,3.225,8.32,3.225,0,0.0,0.0,16.8,16183,2.1
2022-06-21 03:45:00,0.0,4.0875,8.395,4.0875,0,0.0,0.0,16.8,16183,2.1
2022-06-21 04:00:00,0.0,4.95,8.47,4.95,0,3.0,3.0,16.7,27851,1.6
2022-06-21 04:15:00,0.0,7.44,9.155000000000001,7.44,0,3.0,3.0,16.7,37732,1.6
2022-06-21 04:30:00,0.0,9.93,9.84,9.93,0,3.0,3.0,16.7,40642,1.6
2022-06-21 04:45:00,0.0,12.420000000000002,10.525,12.420000000000002,0,3.0,3.0,16.7,43782,1.6
2022-06-21 05:00:00,0.0,14.91,11.21,14.91,258,49.0,84.8,17.8,49435,2.3
2022-06-21 05:15:00,0.0,21.22,12.697500000000002,21.22,258,49.3,85.3,17.8,49656,2.3
2022-06-21 05:30:00,0.0,27.53,14.185,27.53,258,49.3,85.3,17.8,50258,2.3
2022-06-21 05:45:00,0.0,33.84,15.6725,33.84,258,49.3,85.3,17.8,50147,2.3
2022-06-21 06:00:00,0.0,40.15,17.16,40.15,423,87.3,214.0,19.3,63722,1.3
2022-06-21 06:15:00,0.0,39.675,18.6325,39.675,423,87.5,215.0,19.3,63809,1.3
2022-06-21 06:30:00,0.0,39.2,20.105,39.2,423,87.5,215.0,19.3,63354,1.3
2022-06-21 06:45:00,0.0,38.725,21.5775,38.725,423,87.5,215.0,19.3,62867,1.3
2022-06-21 07:00:00,0.0,38.25,23.05,38.25,511,129.0,363.0,21.1,74368,2.1
2022-06-21 07:15:00,0.0,37.7125,23.93,37.7125,511,129.0,364.0,21.1,74649,2.1
2022-06-21 07:30:00,0.0,37.175,24.810000000000002,37.175,511,129.0,364.0,21.1,74103,2.1
2022-06-21 07:45:00,0.0,36.6375,25.69,36.6375,511,129.0,364.0,21.1,73691,2.1
2022-06-21 08:00:00,0.0,36.1,26.57,36.1,561,171.0,509.0,22.9,50877,3.1
2022-06-21 08:15:00,0.0,34.347500000000004,26.345,34.347500000000004,561,171.0,510.0,23.0,48875,3.1
2022-06-21 08:30:00,0.0,32.595,26.12,32.595,561,171.0,510.0,23.0,48875,3.1
2022-06-21 08:45:00,0.0,30.8425,25.895000000000003,30.8425,561,171.0,510.0,23.0,48875,3.1
2022-06-21 09:00:00,0.0,29.09,25.67,29.09,563,225.0,634.0,24.7,49720,3.5
2022-06-21 09:15:00,0.0,28.305,25.64,28.305,563,225.0,635.0,24.8,49720,3.5
2022-06-21 09:30:00,0.0,27.52,25.61,27.52,563,225.0,635.0,24.8,49720,3.5
2022-06-21 09:45:00,0.0,26.735,25.580000000000002,26.735,563,225.0,635.0,24.8,49720,3.5
2022-06-21 10:00:00,0.0,25.95,25.55,25.95,612,252.0,755.0,26.5,48055,3.3
2022-06-21 10:15:00,0.0,25.46,25.740000000000002,25.46,612,252.0,755.0,26.5,48055,3.3
2022-06-21 10:30:00,0.0,24.97,25.93,24.97,612,252.0,755.0,26.5,48055,3.3
2022-06-21 10:45:00,0.0,24.479999999999997,26.119999999999997,24.479999999999997,612,252.0,755.0,26.5,48055,3.3
2022-06-21 11:00:00,0.0,23.99,26.31,23.99,588,288.0,806.0,28.0,48987,2.6
2022-06-21 11:15:00,0.0,23.7475,26.8825,23.7475,588,288.0,806.0,28.0,48987,2.6
2022-06-21 11:30:00,0.0,23.505,27.455,23.505,588,288.0,806.0,28.0,48987,2.6
2022-06-21 11:45:00,0.0,23.2625,28.0275,23.2625,588,288.0,806.0,28.0,48987,2.6
2022-06-21 12:00:00,0.0,23.02,28.6,23.02,633,274.0,843.0,29.2,54457,1.9
2022-06-21 12:15:00,0.0,22.8125,28.715,22.8125,633,274.0,843.0,29.2,54457,1.9
2022-06-21 12:30:00,0.0,22.605,28.83,22.605,633,274.0,843.0,29.2,54457,1.9
2022-06-21 12:45:00,0.0,22.3975,28.945,22.3975,633,274.0,843.0,29.2,54457,1.9
2022-06-21 13:00:00,0.0,22.19,29.06,22.19,651,253.0,824.0,30.1,69971,1.7
2022-06-21 13:15:00,0.0,21.6625,27.895,21.6625,651,253.0,824.0,30.1,79411,1.7
2022-06-21 13:30:00,0.0,21.134999999999998,26.729999999999997,21.134999999999998,651,253.0,824.0,30.1,82114,1.7
2022-06-21 13:45:00,0.0,20.607499999999998,25.564999999999998,20.607499999999998,651,253.0,824.0,30.1,83658,1.7
2022-06-21 14:00:00,0.0,20.08,24.4,20.08,687,207.0,767.0,30.7,76746,0.7
2022-06-21 14:15:00,0.0,19.564999999999998,23.474999999999998,19.564999999999998,687,206.0,767.0,30.7,76778,0.7
2022-06-21 14:30:00,0.0,19.049999999999997,22.549999999999997,19.049999999999997,687,206.0,767.0,30.7,76767,0.7
2022-06-21 14:45:00,0.0,18.535,21.625,18.535,687,206.0,767.0,30.7,76420,0.7
2022-06-21 15:00:00,0.0,18.02,20.7,18.02,731,149.0,674.0,30.9,71990,1.2
2022-06-21 15:15:00,0.0,18.5675,20.65,18.5675,731,149.0,673.0,30.9,72124,1.2
2022-06-21 15:30:00,0.0,19.115000000000002,20.6,19.115000000000002,731,149.0,673.0,30.9,71714,1.2
2022-06-21 15:45:00,0.0,19.6625,20.55,19.6625,731,149.0,673.0,30.9,71363,1.2
2022-06-21 16:00:00,0.0,20.21,20.5,20.21,710,119.0,539.0,30.8,41689,1.4
2022-06-21 16:15:00,0.0,22.15,21.1125,22.15,710,119.0,538.0,30.8,39609,1.4
2022-06-21 16:30:00,0.0,24.09,21.725,24.09,710,119.0,538.0,30.8,39609,1.4
2022-06-21 16:45:00,0.0,26.03,22.3375,26.03,710,119.0,538.0,30.8,39609,1.4
2022-06-21 17:00:00,0.0,27.97,22.95,27.97,575,112.0,368.0,30.0,42275,0.9
2022-06-21 17:15:00,0.0,28.535,24.125,28.535,575,112.0,367.0,30.0,42275,0.9
2022-06-21 17:30:00,0.0,29.1,25.299999999999997,29.1,575,112.0,367.0,30.0,42275,0.9
2022-06-21 17:45:00,0.0,29.665,26.474999999999998,29.665,575,112.0,367.0,30.0,42275,0.9
2022-06-21 18:00:00,0.0,30.23,27.65,30.23,442,79.5,207.0,28.9,49065,0.8
2022-06-21 18:15:00,0.0,32.21,28.435,32.21,442,79.3,206.0,28.9,49065,0.8
2022-06-21 18:30:00,0.0,34.19,29.22,34.19,442,79.3,206.0,28.9,49065,0.8
2022-06-21 18:45:00,0.0,36.17,30.005,36.17,442,79.3,206.0,28.9,49065,0.8
2022-06-21 19:00:00,0.0,38.15,30.79,38.15,335,43.1,85.1,27.4,56993,1.3
2022-06-21 19:15:00,0.0,38.72,30.9625,38.72,335,42.9,84.4,27.4,56993,1.3
2022-06-21 19:30:00,0.0,39.29,31.134999999999998,39.29,335,42.9,84.4,27.4,56993,1.3
2022-06-21 19:45:00,0.0,39.86,31.3075,39.86,335,42.9,84.4,27.4,56993,1.3
2022-06-21 20:00:00,0.0,40.43,31.48,40.43,0,2.5,2.8,25.9,57485,3.5
2022-06-21 20:15:00,0.0,40.89,31.5425,40.89,0,2.3,2.3,25.9,57485,3.5
2022-06-21 20:30:00,0.0,41.35,31.605,41.35,0,2.3,2.3,25.9,57485,3.5
2022-06-21 20:45:00,0.0,41.81,31.6675,41.81,0,2.3,2.3,25.9,57485,3.5
2022-06-21 21:00:00,0.0,42.27,31.73,42.27,0,0.01,0.01,24.4,66998,2.7
2022-06-21 21:15:00,0.0,37.502500000000005,30.5725,37.502500000000005,0,0.0,0.0,24.4,79359,2.7
2022-06-21 21:30:00,0.0,32.735,29.415,32.735,0,0.0,0.0,24.4,82714,2.7
2022-06-21 21:45:00,0.0,27.9675,28.2575,27.9675,0,0.0,0.0,24.4,84997,2.7
2022-06-21 22:00:00,0.0,23.2,27.1,23.2,0,0.0,0.0,22.9,80645,1.2
2022-06-21 22:15:00,0.0,20.8625,25.235,20.8625,0,0.0,0.0,22.9,80637,1.2
2022-06-21 22:30:00,0.0,18.525,23.37,18.525,0,0.0,0.0,22.9,80482,1.2
2022-06-21 22:45:00,0.0,16.1875,21.505000000000003,16.1875,0,0.0,0.0,22.9,80057,1.2
2022-06-21 23:00:00,0.0,13.85,19.64,13.85,0,0.0,0.0,21.5,68133,1.9
2022-06-21 23:15:00,0.0275,12.7575,17.060000000000002,12.785,0,0.0,0.0,21.5,67768,1.9
2022-06-21 23:30:00,0.055,11.665,14.48,11.719999999999999,0,0.0,0.0,21.5,63646,1.9
2022-06-21 23:45:00,0.0825,10.5725,11.9,10.655,0,0.0,0.0,21.5,38677,1.9
2022-06-22 00:00:00,0.11,9.48,9.32,9.59,0,0.0,0.0,20.8,25349,0.9
2022-06-22 00:15:00,0.1075,8.285,9.0,8.3925,0,0.0,0.0,20.8,25349,0.9
2022-06-22 00:30:00,0.10500000000000001,7.09,8.68,7.195,0,0.0,0.0,20.8,25349,0.9
2022-06-22 00:45:00,0.10250000000000001,5.8950000000000005,8.36,5.9975000000000005,0,0.0,0.0,20.8,25349,0.9
2022-06-22 01:00:00,0.1,4.7,8.04,4.8,0,0.0,0.0,20.2,18883,1.6
2022-06-22 01:15:00,0.45999999999999996,3.8875,8.01,4.3475,0,0.0,0.0,20.1,18883,1.6
2022-06-22 01:30:00,0.82,3.075,7.9799999999999995,3.895,0,0.0,0.0,20.1,18883,1.6
2022-06-22 01:45:00,1.1800000000000002,2.2625,7.949999999999999,3.4425000000000003,0,0.0,0.0,20.1,18883,1.6
2022-06-22 02:00:00,1.54,1.45,7.92,2.99,0,0.0,0.0,19.8,17149,3.1
2022-06-22 02:15:00,2.4625000000000004,1.4575,7.96,3.9200000000000004,0,0.0,0.0,19.8,17149,3.1
2022-06-22 02:30:00,3.3850000000000002,1.4649999999999999,8.0,4.85,0,0.0,0.0,19.8,17149,3.1
2022-06-22 02:45:00,4.3075,1.4725,8.04,5.78,0,0.0,0.0,19.8,17149,3.1
2022-06-22 03:00:00,5.23,1.48,8.08,6.710000000000001,0,0.0,0.0,19.5,16151,2.9
2022-06-22 03:15:00,5.2625,2.3575,8.1975,7.62,0,0.0,0.0,19.5,16151,2.9
2022-06-22 03:30:00,5.295,3.2350000000000003,8.315000000000001,8.530000000000001,0,0.0,0.0,19.5,16151,2.9
2022-06-22 03:45:00,5.327500000000001,4.112500000000001,8.432500000000001,9.440000000000001,0,0.0,0.0,19.5,16151,2.9
2022-06-22 04:00:00,5.36,4.99,8.55,10.350000000000001,0,1.0,1.0,19.5,16814,4.0
2022-06-22 04:15:00,4.5200000000000005,7.29,9.0775,11.81,0,1.0,1.0,19.5,16814,4.0
2022-06-22 04:30:00,3.68,9.59,9.605,13.27,0,1.0,1.0,19.5,16814,4.0
2022-06-22 04:45:00,2.84,11.89,10.1325,14.73,0,1.0,1.0,19.5,16814,4.0
2022-06-22 05:00:00,2.0,14.19,10.66,16.189999999999998,0,31.3,31.3,19.9,20413,3.8
2022-06-22 05:15:00,1.7625,21.377499999999998,12.58,23.139999999999997,0,31.4,31.4,19.9,20413,3.8
2022-06-22 05:30:00,1.525,28.564999999999998,14.5,30.089999999999996,0,31.4,31.4,19.9,20413,3.8
2022-06-22 05:45:00,1.2875,35.7525,16.42,37.04,0,31.4,31.4,19.9,20413,3.8
2022-06-22 06:00:00,1.05,42.94,18.34,43.989999999999995,0,87.1,87.1,20.6,33719,3.5
2022-06-22 06:15:00,1.0025,42.0725,19.695,43.074999999999996,0,87.4,87.4,20.6,33718,3.5
2022-06-22 06:30:00,0.9550000000000001,41.205,21.05,42.16,0,87.4,87.4,20.6,33718,3.5
2022-06-22 06:45:00,0.9075,40.3375,22.405,41.245,0,87.4,87.4,20.6,33718,3.5
2022-06-22 07:00:00,0.86,39.47,23.76,40.33,4.5,156.0,158.0,21.4,44680,6.0
2022-06-22 07:15:00,0.825,38.6225,24.455000000000002,39.447500000000005,4.5,156.0,158.0,21.4,44680,6.0
2022-06-22 07:30:00,0.79,37.775,25.15,38.565,4.5,156.0,158.0,21.4,44680,6.0
2022-06-22 07:45:00,0.755,36.927499999999995,25.845,37.6825,4.5,156.0,158.0,21.4,44680,6.0
2022-06-22 08:00:00,0.72,36.08,26.54,36.8,17.1,234.0,244.0,22.3,64604,4.0
2022-06-22 08:15:00,0.7,34.254999999999995,26.25,34.955,17.1,234.0,244.0,22.3,73458,4.0
2022-06-22 08:30:00,0.6799999999999999,32.43,25.96,33.11,17.1,234.0,244.0,22.3,76972,4.0
2022-06-22 08:45:00,0.66,30.605,25.669999999999998,31.265,17.1,234.0,244.0,22.3,79368,4.0
2022-06-22 09:00:00,0.64,28.78,25.38,29.42,33.5,330.0,355.0,23.5,80458,2.3
2022-06-22 09:15:00,0.6125,27.2275,24.585,27.84,33.5,331.0,355.0,23.5,80452,2.3
2022-06-22 09:30:00,0.585,25.675,23.79,26.26,33.5,331.0,355.0,23.5,80293,2.3
2022-06-22 09:45:00,0.5575,24.122500000000002,22.994999999999997,24.680000000000003,33.5,331.0,355.0,23.5,79864,2.3
2022-06-22 10:00:00,0.53,22.57,22.2,23.1,47.5,375.0,414.0,24.5,78355,1.9
2022-06-22 10:15:00,0.5475,22.9825,23.285,23.53,47.5,375.0,414.0,24.5,78504,1.9
2022-06-22 10:30:00,0.565,23.395,24.369999999999997,23.96,47.5,375.0,414.0,24.5,78008,1.9
2022-06-22 10:45:00,0.5825,23.807499999999997,25.455,24.389999999999997,47.5,375.0,414.0,24.5,77610,1.9
2022-06-22 11:00:00,0.6,24.22,26.54,24.82,43.3,401.0,439.0,25.4,78893,2.1
2022-06-22 11:15:00,0.5725,23.1675,26.1175,23.740000000000002,43.3,401.0,439.0,25.4,79159,2.1
2022-06-22 11:30:00,0.5449999999999999,22.115000000000002,25.695,22.660000000000004,43.3,401.0,439.0,25.4,60114,2.1
2022-06-22 11:45:00,0.5175,21.0625,25.2725,21.58,43.3,401.0,439.0,25.4,48890,2.1
2022-06-22 12:00:00,0.49,20.01,24.85,20.5,38.3,402.0,436.0,26.1,54349,3.1
2022-06-22 12:15:00,0.5,20.23,25.4725,20.73,38.3,402.0,436.0,26.1,54349,3.1
2022-06-22 12:30:00,0.51,20.450000000000003,26.095,20.960000000000004,38.3,402.0,436.0,26.1,54349,3.1
2022-06-22 12:45:00,0.52,20.67,26.7175,21.19,38.3,402.0,436.0,26.1,54349,3.1
2022-06-22 13:00:00,0.53,20.89,27.34,21.42,32.5,399.0,428.0,26.6,52593,2.9
2022-06-22 13:15:00,0.53,20.6325,26.5375,21.1625,32.5,399.0,428.0,26.6,52593,2.9
2022-06-22 13:30:00,0.53,20.375,25.735,20.905,32.5,399.0,428.0,26.6,52593,2.9
2022-06-22 13:45:00,0.53,20.1175,24.932499999999997,20.6475,32.5,399.0,428.0,26.6,52593,2.9
2022-06-22 14:00:00,0.53,19.86,24.13,20.39,81.4,367.0,433.0,27.0,45386,1.7
2022-06-22 14:15:00,0.5325,19.5925,23.49,20.125,81.4,366.0,433.0,27.0,45386,1.7
2022-06-22 14:30:00,0.535,19.325,22.85,19.86,81.4,366.0,433.0,27.0,45386,1.7
2022-06-22 14:45:00,0.5375000000000001,19.057499999999997,22.21,19.595,81.4,366.0,433.0,27.0,45386,1.7
2022-06-22 15:00:00,0.54,18.79,21.57,19.33,27,309.0,329.0,27.1,40908,2.3
2022-06-22 15:15:00,0.56,19.6175,21.775,20.1775,27,309.0,328.0,27.1,40908,2.3
2022-06-22 15:30:00,0.5800000000000001,20.445,21.98,21.025,27,309.0,328.0,27.1,40908,2.3
2022-06-22 15:45:00,0.6,21.2725,22.185000000000002,21.872500000000002,27,309.0,328.0,27.1,40908,2.3
2022-06-22 16:00:00,0.62,22.1,22.39,22.720000000000002,13.5,223.0,232.0,26.9,39531,2.3
2022-06-22 16:15:00,0.6275,23.427500000000002,22.41,24.055000000000003,13.5,223.0,231.0,26.9,39531,2.3
2022-06-22 16:30:00,0.635,24.755000000000003,22.43,25.390000000000004,13.5,223.0,231.0,26.9,39531,2.3
2022-06-22 16:45:00,0.6425000000000001,26.0825,22.45,26.725,13.5,223.0,231.0,26.9,39531,2.3
2022-06-22 17:00:00,0.65,27.41,22.47,28.06,4.4,153.0,155.0,26.4,65504,2.1
2022-06-22 17:15:00,0.675,28.7275,24.32,29.4025,4.4,152.0,154.0,26.4,68635,2.1
2022-06-22 17:30:00,0.7,30.045,26.17,30.745,4.4,152.0,154.0,26.4,71653,2.1
2022-06-22 17:45:00,0.725,31.3625,28.02,32.0875,4.4,152.0,154.0,26.4,73123,2.1
2022-06-22 18:00:00,0.75,32.68,29.87,33.43,0,95.2,95.2,25.7,80014,2.3
2022-06-22 18:15:00,0.7575000000000001,34.6425,30.575,35.4,0,94.9,94.9,25.7,80005,2.3
2022-06-22 18:30:00,0.765,36.605000000000004,31.28,37.370000000000005,0,94.9,94.9,25.7,79822,2.3
2022-06-22 18:45:00,0.7725,38.5675,31.985,39.34,0,94.9,94.9,25.7,79385,2.3
2022-06-22 19:00:00,0.78,40.53,32.69,41.31,0,31.5,31.5,25.1,87256,0.8
2022-06-22 19:15:00,0.7925,41.34,33.0325,42.1325,0,31.1,31.1,25.1,87435,0.8
2022-06-22 19:30:00,0.8049999999999999,42.150000000000006,33.375,42.955000000000005,0,31.1,31.1,25.1,86949,0.8
2022-06-22 19:45:00,0.8175,42.96,33.7175,43.7775,0,31.1,31.1,25.1,86561,0.8
2022-06-22 20:00:00,0.83,43.77,34.06,44.6,0,0.9,0.9,24.1,87142,0.8
2022-06-22 20:15:00,0.815,43.185,33.315,44.0,0,0.8,0.8,24.1,87428,0.8
2022-06-22 20:30:00,0.8,42.6,32.57,43.4,0,0.8,0.8,24.1,57371,0.8
2022-06-22 20:45:00,0.785,42.015,31.825,42.8,0,0.8,0.8,24.1,57371,0.8
2022-06-22 21:00:00,0.77,41.43,31.08,42.2,0,0.004,0.004,23.1,54254,0.6
2022-06-22 21:15:00,0.63,36.5325,29.682499999999997,37.1625,0,0.0,0.0,23.1,54254,0.6
2022-06-22 21:30:00,0.49,31.634999999999998,28.284999999999997,32.125,0,0.0,0.0,23.1,54254,0.6
2022-06-22 21:45:00,0.35,26.7375,26.8875,27.087500000000002,0,0.0,0.0,23.1,54254,0.6
2022-06-22 22:00:00,0.21,21.84,25.49,22.05,0,0.0,0.0,21.9,49768,1.7
2022-06-22 22:15:00,0.1875,19.7025,23.8275,19.89,0,0.0,0.0,21.9,49768,1.7
2022-06-22 22:30:00,0.16499999999999998,17.564999999999998,22.165,17.729999999999997,0,0.0,0.0,21.9,49768,1.7
2022-06-22 22:45:00,0.1425,15.427499999999998,20.502499999999998,15.569999999999999,0,0.0,0.0,21.9,49768,1.7
2022-06-22 23:00:00,0.12,13.29,18.84,13.409999999999998,0,0.0,0.0,20.7,38601,1.7
2022-06-22 23:15:00,0.09,12.302499999999998,16.5475,12.392499999999998,0,0.0,0.0,20.7,38601,1.7
2022-06-22 23:30:00,0.06,11.315,14.254999999999999,11.375,0,0.0,0.0,20.7,38601,1.7
2022-06-22 23:45:00,0.03,10.3275,11.9625,10.3575,0,0.0,0.0,20.7,38601,1.7
2022-06-23 00:00:00,0.0,9.34,9.67,9.34,0,0.0,0.0,19.7,25306,0.5
2022-06-23 00:15:00,0.0,8.485,9.745000000000001,8.485,0,0.0,0.0,19.7,25307,0.5
2022-06-23 00:30:00,0.0,7.63,9.82,7.63,0,0.0,0.0,19.7,25307,0.5
2022-06-23 00:45:00,0.0,6.775,9.895,6.775,0,0.0,0.0,19.7,25307,0.5
2022-06-23 01:00:00,0.0,5.92,9.97,5.92,0,0.0,0.0,18.6,18852,0.1
2022-06-23 01:15:00,0.0,5.2524999999999995,9.6425,5.2524999999999995,0,0.0,0.0,18.6,18852,0.1
2022-06-23 01:30:00,0.0,4.585,9.315000000000001,4.585,0,0.0,0.0,18.6,18852,0.1
2022-06-23 01:45:00,0.0,3.9175,8.9875,3.9175,0,0.0,0.0,18.6,18852,0.1
2022-06-23 02:00:00,0.0,3.25,8.66,3.25,0,0.0,0.0,18.1,17116,0.1
2022-06-23 02:15:00,0.0,2.805,8.5825,2.805,0,0.0,0.0,18.0,17116,0.1
2022-06-23 02:30:00,0.0,2.36,8.504999999999999,2.36,0,0.0,0.0,18.0,17116,0.1
2022-06-23 02:45:00,0.0,1.915,8.4275,1.915,0,0.0,0.0,18.0,17116,0.1
2022-06-23 03:00:00,0.0,1.47,8.35,1.47,0,0.0,0.0,17.6,16120,0.2
2022-06-23 03:15:00,0.0,1.8125,8.2875,1.8125,0,0.0,0.0,17.6,16120,0.2
2022-06-23 03:30:00,0.0,2.155,8.225,2.155,0,0.0,0.0,17.6,16120,0.2
2022-06-23 03:45:00,0.0,2.4974999999999996,8.1625,2.4974999999999996,0,0.0,0.0,17.6,16120,0.2
2022-06-23 04:00:00,0.0,2.84,8.1,2.84,0,3.6,3.6,17.7,16781,0.001
2022-06-23 04:15:00,0.0,2.8325,8.2625,2.8325,0,3.6,3.6,17.7,16781,0.0
2022-06-23 04:30:00,0.0,2.825,8.425,2.825,0,3.6,3.6,17.7,16781,0.0
2022-06-23 04:45:00,0.0,2.8175,8.5875,2.8175,0,3.6,3.6,17.7,16781,0.0
2022-06-23 05:00:00,0.0,2.81,8.75,2.81,48.9,56.3,63.0,18.5,20374,0.3
2022-06-23 05:15:00,0.0,3.095,9.3425,3.095,48.9,56.6,63.4,18.5,38827,0.3
2022-06-23 05:30:00,0.0,3.38,9.934999999999999,3.38,48.9,56.6,63.4,18.5,44344,0.3
2022-06-23 05:45:00,0.0,3.665,10.5275,3.665,48.9,56.6,63.4,18.5,47843,0.3
2022-06-23 06:00:00,0.0,3.95,11.12,3.95,145,132.0,175.0,19.8,63823,0.6
2022-06-23 06:15:00,0.0,5.1825,12.655,5.1825,145,132.0,176.0,19.8,63867,0.6
2022-06-23 06:30:00,0.0,6.415000000000001,14.190000000000001,6.415000000000001,145,132.0,176.0,19.8,63893,0.6
2022-06-23 06:45:00,0.0,7.647500000000001,15.725000000000001,7.647500000000001,145,132.0,176.0,19.8,63677,0.6
2022-06-23 07:00:00,0.0,8.88,17.26,8.88,336,178.0,331.0,21.6,74852,0.5
2022-06-23 07:15:00,0.0,12.5175,19.2375,12.5175,336,178.0,332.0,21.6,74932,0.5
2022-06-23 07:30:00,0.0,16.155,21.215000000000003,16.155,336,178.0,332.0,21.6,74461,0.5
2022-06-23 07:45:00,0.0,19.7925,23.192500000000003,19.7925,336,178.0,332.0,21.6,73972,0.5
2022-06-23 08:00:00,0.0,23.43,25.17,23.43,188,276.0,389.0,23.0,78476,0.5
2022-06-23 08:15:00,0.0,28.7875,26.14,28.7875,188,277.0,390.0,23.0,78746,0.5
